timestamp,profile,mode,case_family,dataset,ratio,minsup_pct,minsup_abs,variant,run_type,run_id,wall_sec,mining_sec,cpu_pct,maxrss_kb,internal_mem_mb,patterns,nodes_visited,subtrees_pruned_raw,nodes_gated,status,log_file
20260402_042929,full,full,single_prune_sparse,BMS2,0.00005,0.005000,4,NoPrune,warmup,1,102.316,102.210,0,0,1076.110481262207,1196295,60193074,21833808,0,OK,"experiments/logs_ablation/20260402_042929/BMS2_NoPrune_0.00005_warmup1.log"
20260402_042929,full,full,single_prune_sparse,BMS2,0.00005,0.005000,4,NoPrune,measured,1,101.342,101.230,0,0,1730.3703918457031,1196295,60193074,21833808,0,OK,"experiments/logs_ablation/20260402_042929/BMS2_NoPrune_0.00005_run1.log"
20260402_042929,full,full,single_prune_sparse,BMS2,0.00005,0.005000,4,NoPrune,measured,2,103.983,103.872,0,0,1233.9916534423828,1196295,60193074,21833808,0,OK,"experiments/logs_ablation/20260402_042929/BMS2_NoPrune_0.00005_run2.log"
20260402_042929,full,full,single_prune_sparse,BMS2,0.00005,0.005000,4,NoPrune,measured,3,101.131,101.024,0,0,1026.253791809082,1196295,60193074,21833808,0,OK,"experiments/logs_ablation/20260402_042929/BMS2_NoPrune_0.00005_run3.log"
20260402_042929,full,full,multi_mixed_heavy,D20C30,0.001,0.100000,20,NoPrune,warmup,1,7200,7200,0,0,0,0,0,0,0,TIMEOUT,"experiments/logs_ablation/20260402_042929/D20C30_NoPrune_0.001_warmup1.log"
20260402_042929,full,full,multi_mixed_heavy,D20C30,0.001,0.100000,20,NoPrune,measured,1,7200,7200,0,0,0,0,0,0,0,TIMEOUT,"experiments/logs_ablation/20260402_042929/D20C30_NoPrune_0.001_run1.log"
20260402_042929,full,full,multi_mixed_heavy,D20C30,0.001,0.100000,20,NoPrune,measured,2,7200,7200,0,0,0,0,0,0,0,TIMEOUT,"experiments/logs_ablation/20260402_042929/D20C30_NoPrune_0.001_run2.log"
20260402_042929,full,full,multi_mixed_heavy,D20C30,0.001,0.100000,20,NoPrune,measured,3,7200,7200,0,0,0,0,0,0,0,TIMEOUT,"experiments/logs_ablation/20260402_042929/D20C30_NoPrune_0.001_run3.log"
20260402_042929,full,full,multi_gate_family,D20C60,0.005,0.500000,100,NoPrune,warmup,1,673.488,673.379,0,0,801.5023574829102,1223050,2238953,4294,138335,OK,"experiments/logs_ablation/20260402_042929/D20C60_NoPrune_0.005_warmup1.log"
20260402_042929,full,full,multi_gate_family,D20C60,0.005,0.500000,100,NoPrune,measured,1,701.075,700.971,0,0,801.5023574829102,1223050,2238953,4294,138335,OK,"experiments/logs_ablation/20260402_042929/D20C60_NoPrune_0.005_run1.log"
20260402_042929,full,full,multi_gate_family,D20C60,0.005,0.500000,100,NoPrune,measured,2,773.033,772.925,0,0,801.5023574829102,1223050,2238953,4294,138335,OK,"experiments/logs_ablation/20260402_042929/D20C60_NoPrune_0.005_run2.log"
20260402_042929,full,full,multi_gate_family,D20C60,0.005,0.500000,100,NoPrune,measured,3,978.490,978.327,0,0,801.5023574829102,1223050,2238953,4294,138335,OK,"experiments/logs_ablation/20260402_042929/D20C60_NoPrune_0.005_run3.log"
20260402_042929,full,full,multi_gate_confirmation,D5N1.6,0.006,0.600000,30,NoPrune,warmup,1,36.320,35.905,0,0,161.50235748291016,236046,385695,4654,82499,OK,"experiments/logs_ablation/20260402_042929/D5N1.6_NoPrune_0.006_warmup1.log"
20260402_042929,full,full,multi_gate_confirmation,D5N1.6,0.006,0.600000,30,NoPrune,measured,1,36.061,35.783,0,0,161.50235748291016,236046,385695,4654,82499,OK,"experiments/logs_ablation/20260402_042929/D5N1.6_NoPrune_0.006_run1.log"
20260402_042929,full,full,multi_gate_confirmation,D5N1.6,0.006,0.600000,30,NoPrune,measured,2,35.860,35.369,0,0,161.50235748291016,236046,385695,4654,82499,OK,"experiments/logs_ablation/20260402_042929/D5N1.6_NoPrune_0.006_run2.log"
20260402_042929,full,full,multi_gate_confirmation,D5N1.6,0.006,0.600000,30,NoPrune,measured,3,32.621,32.316,0,0,161.50235748291016,236046,385695,4654,82499,OK,"experiments/logs_ablation/20260402_042929/D5N1.6_NoPrune_0.006_run3.log"
