dataset,minsup,algorithm,run_type,run_id,campaign_id,group,status,patterns,mining_s,wall_s,external_mem_mb,log_path
BMS2,0.1%,ClaSP,measured,1,20260109_074453,BMS2_0.001_group,OK,22245,24.822,25.71,6949.72265625,logs/ClaSP_BMS2_0.001_run1_20260109_074453.log
BMS2,0.1%,BIDE+,warmup,1,20260109_074453,BMS2_0.001_group,OK,22245,4.067,4.37,1683.5390625,logs/BIDE+_BMS2_0.001_runwarmup1_20260109_074453.log
BMS2,0.1%,BIDE+,measured,3,20260109_074453,BMS2_0.001_group,OK,22245,4.178,4.48,1729.18359375,logs/BIDE+_BMS2_0.001_run3_20260109_074453.log
BMS2,0.1%,BIDE+,measured,2,20260109_074453,BMS2_0.001_group,OK,22245,4.445,4.75,3096.421875,logs/BIDE+_BMS2_0.001_run2_20260109_074453.log
BMS2,0.1%,BIDE+,measured,1,20260109_074453,BMS2_0.001_group,OK,22245,4.436,4.74,3067.8359375,logs/BIDE+_BMS2_0.001_run1_20260109_074453.log
BMS2,0.05%,CloSpan,warmup,1,20260109_074453,BMS2_0.0005_group,OK,77529,108.12,108.67,11702.234375,logs/CloSpan_BMS2_0.0005_runwarmup1_20260109_074453.log
BMS2,0.05%,CloSpan,measured,3,20260109_074453,BMS2_0.0005_group,OK,77529,109.305,109.85,11744.09765625,logs/CloSpan_BMS2_0.0005_run3_20260109_074453.log
BMS2,0.05%,CloSpan,measured,2,20260109_074453,BMS2_0.0005_group,OK,77529,107.256,107.78,11729.6328125,logs/CloSpan_BMS2_0.0005_run2_20260109_074453.log
BMS2,0.05%,CloSpan,measured,1,20260109_074453,BMS2_0.0005_group,OK,77529,108.514,109.04,11727.21484375,logs/CloSpan_BMS2_0.0005_run1_20260109_074453.log
BMS2,0.05%,ClaSP,warmup,1,20260109_074453,BMS2_0.0005_group,OK,77529,52.93,53.82,13848.765625,logs/ClaSP_BMS2_0.0005_runwarmup1_20260109_074453.log
BMS2,0.05%,ClaSP,measured,3,20260109_074453,BMS2_0.0005_group,OK,77529,52.854,53.73,18526.71484375,logs/ClaSP_BMS2_0.0005_run3_20260109_074453.log
BMS2,0.05%,ClaSP,measured,2,20260109_074453,BMS2_0.0005_group,OK,77529,52.595,53.47,12703.640625,logs/ClaSP_BMS2_0.0005_run2_20260109_074453.log
BMS2,0.05%,ClaSP,measured,1,20260109_074453,BMS2_0.0005_group,OK,77529,53.09,54.0,19000.078125,logs/ClaSP_BMS2_0.0005_run1_20260109_074453.log
BMS2,0.05%,BIDE+,warmup,1,20260109_074453,BMS2_0.0005_group,OK,77529,11.87,12.19,9975.7265625,logs/BIDE+_BMS2_0.0005_runwarmup1_20260109_074453.log
BMS2,0.05%,BIDE+,measured,3,20260109_074453,BMS2_0.0005_group,OK,77529,11.601,11.92,9967.94921875,logs/BIDE+_BMS2_0.0005_run3_20260109_074453.log
BMS2,0.05%,BIDE+,measured,2,20260109_074453,BMS2_0.0005_group,OK,77529,11.597,11.92,9968.51171875,logs/BIDE+_BMS2_0.0005_run2_20260109_074453.log
BMS2,0.05%,BIDE+,measured,1,20260109_074453,BMS2_0.0005_group,OK,77529,11.552,11.87,9970.37890625,logs/BIDE+_BMS2_0.0005_run1_20260109_074453.log
BMS2,0.01%,CloSpan,warmup,1,20260109_074453,BMS2_0.0001_group,OK,665411,686.506,687.56,94100.99609375,logs/CloSpan_BMS2_0.0001_runwarmup1_20260109_074453.log
BMS2,0.01%,CloSpan,measured,3,20260109_074453,BMS2_0.0001_group,OK,665411,685.88,686.64,93968.8515625,logs/CloSpan_BMS2_0.0001_run3_20260109_074453.log
BMS2,0.01%,CloSpan,measured,2,20260109_074453,BMS2_0.0001_group,OK,665411,689.266,690.51,94096.93359375,logs/CloSpan_BMS2_0.0001_run2_20260109_074453.log
BMS2,0.01%,CloSpan,measured,1,20260109_074453,BMS2_0.0001_group,OK,665411,696.753,698.04,93970.171875,logs/CloSpan_BMS2_0.0001_run1_20260109_074453.log
BMS2,0.01%,ClaSP,warmup,1,20260109_074453,BMS2_0.0001_group,OOM,,,,,logs/ClaSP_BMS2_0.0001_runwarmup1_20260109_074453.log
BMS2,0.01%,ClaSP,measured,1,20260109_074453,BMS2_0.0001_group,OOM,,,,,logs/ClaSP_BMS2_0.0001_run1_20260109_074453.log
BMS2,0.01%,BIDE+,warmup,1,20260109_074453,BMS2_0.0001_group,OK,665411,51.299,51.62,9965.87890625,logs/BIDE+_BMS2_0.0001_runwarmup1_20260109_074453.log
BMS2,0.01%,BIDE+,measured,3,20260109_074453,BMS2_0.0001_group,OK,665411,49.516,49.83,9971.5078125,logs/BIDE+_BMS2_0.0001_run3_20260109_074453.log
BMS2,0.01%,BIDE+,measured,2,20260109_074453,BMS2_0.0001_group,OK,665411,48.921,49.24,9964.16015625,logs/BIDE+_BMS2_0.0001_run2_20260109_074453.log
BMS2,0.01%,BIDE+,measured,1,20260109_074453,BMS2_0.0001_group,OK,665411,50.692,51.01,9973.26953125,logs/BIDE+_BMS2_0.0001_run1_20260109_074453.log
BMS2,0.005%,CloSpan,warmup,1,20260109_074453,BMS2_0.00005_group,OOM,,,,,logs/CloSpan_BMS2_0.00005_runwarmup1_20260109_074453.log
BMS2,0.005%,CloSpan,measured,1,20260109_074453,BMS2_0.00005_group,OOM,,,,,logs/CloSpan_BMS2_0.00005_run1_20260109_074453.log
BMS2,0.005%,ClaSP,warmup,1,20260109_074453,BMS2_0.00005_group,OOM,,,,,logs/ClaSP_BMS2_0.00005_runwarmup1_20260109_074453.log
BMS2,0.005%,ClaSP,measured,1,20260109_074453,BMS2_0.00005_group,OOM,,,,,logs/ClaSP_BMS2_0.00005_run1_20260109_074453.log
BMS2,0.005%,BIDE+,warmup,1,20260109_074453,BMS2_0.00005_group,OK,1196295,75.085,75.4,9972.13671875,logs/BIDE+_BMS2_0.00005_runwarmup1_20260109_074453.log
BMS2,0.005%,BIDE+,measured,3,20260109_074453,BMS2_0.00005_group,OK,1196295,78.028,78.34,9984.51171875,logs/BIDE+_BMS2_0.00005_run3_20260109_074453.log
BMS2,0.005%,BIDE+,measured,2,20260109_074453,BMS2_0.00005_group,OK,1196295,75.742,76.06,9982.4609375,logs/BIDE+_BMS2_0.00005_run2_20260109_074453.log
BMS2,0.005%,BIDE+,measured,1,20260109_074453,BMS2_0.00005_group,OK,1196295,75.877,76.2,9982.6484375,logs/BIDE+_BMS2_0.00005_run1_20260109_074453.log
BMS2,0.001%,CloSpan,warmup,1,20260109_074453,BMS2_0.00001_group,OOM,,,,,logs/CloSpan_BMS2_0.00001_runwarmup1_20260109_074453.log
BMS2,0.001%,CloSpan,measured,1,20260109_074453,BMS2_0.00001_group,OOM,,,,,logs/CloSpan_BMS2_0.00001_run1_20260109_074453.log
BMS2,0.001%,ClaSP,warmup,1,20260109_074453,BMS2_0.00001_group,OOM,,,,,logs/ClaSP_BMS2_0.00001_runwarmup1_20260109_074453.log
BMS2,0.001%,ClaSP,measured,1,20260109_074453,BMS2_0.00001_group,OOM,,,,,logs/ClaSP_BMS2_0.00001_run1_20260109_074453.log
BMS2,0.001%,BIDE+,warmup,1,20260109_074453,BMS2_0.00001_group,OK,1691049,191.744,192.06,9987.34375,logs/BIDE+_BMS2_0.00001_runwarmup1_20260109_074453.log
BMS2,0.001%,BIDE+,measured,3,20260109_074453,BMS2_0.00001_group,OK,1691049,191.314,191.63,9978.390625,logs/BIDE+_BMS2_0.00001_run3_20260109_074453.log
BMS2,0.001%,BIDE+,measured,2,20260109_074453,BMS2_0.00001_group,OK,1691049,191.733,192.05,9999.63671875,logs/BIDE+_BMS2_0.00001_run2_20260109_074453.log
BMS2,0.001%,BIDE+,measured,1,20260109_074453,BMS2_0.00001_group,OK,1691049,191.855,192.17,9992.8515625,logs/BIDE+_BMS2_0.00001_run1_20260109_074453.log
BMS2,0.0005%,CloSpan,warmup,1,20260109_074453,BMS2_0.000005_group,OOM,,,,,logs/CloSpan_BMS2_0.000005_runwarmup1_20260109_074453.log
BMS2,0.0005%,CloSpan,measured,1,20260109_074453,BMS2_0.000005_group,OOM,,,,,logs/CloSpan_BMS2_0.000005_run1_20260109_074453.log
BMS2,0.0005%,ClaSP,warmup,1,20260109_074453,BMS2_0.000005_group,OOM,,,,,logs/ClaSP_BMS2_0.000005_runwarmup1_20260109_074453.log
BMS2,0.0005%,ClaSP,measured,1,20260109_074453,BMS2_0.000005_group,OOM,,,,,logs/ClaSP_BMS2_0.000005_run1_20260109_074453.log
BMS2,0.0005%,BIDE+,warmup,1,20260109_074453,BMS2_0.000005_group,OK,1691049,191.998,192.32,9993.00390625,logs/BIDE+_BMS2_0.000005_runwarmup1_20260109_074453.log
BMS2,0.0005%,BIDE+,measured,3,20260109_074453,BMS2_0.000005_group,OK,1691049,190.846,191.16,10002.04296875,logs/BIDE+_BMS2_0.000005_run3_20260109_074453.log
BMS2,0.0005%,BIDE+,measured,2,20260109_074453,BMS2_0.000005_group,OK,1691049,191.046,191.36,10000.9921875,logs/BIDE+_BMS2_0.000005_run2_20260109_074453.log
BMS2,0.0005%,BIDE+,measured,1,20260109_074453,BMS2_0.000005_group,OK,1691049,191.061,191.38,9999.80078125,logs/BIDE+_BMS2_0.000005_run1_20260109_074453.log
BIKE,0.1%,CloSpan,warmup,1,20260109_074453,BIKE_0.001_group,OK,36133,6.804,7.19,2608.18359375,logs/CloSpan_BIKE_0.001_runwarmup1_20260109_074453.log
BIKE,0.1%,CloSpan,measured,3,20260109_074453,BIKE_0.001_group,OK,36133,7.002,7.39,2895.9609375,logs/CloSpan_BIKE_0.001_run3_20260109_074453.log
BIKE,0.1%,CloSpan,measured,2,20260109_074453,BIKE_0.001_group,OK,36133,6.917,7.3,2641.953125,logs/CloSpan_BIKE_0.001_run2_20260109_074453.log
BIKE,0.1%,CloSpan,measured,1,20260109_074453,BIKE_0.001_group,OK,36133,6.8,7.19,2612.5078125,logs/CloSpan_BIKE_0.001_run1_20260109_074453.log
BIKE,0.1%,ClaSP,warmup,1,20260109_074453,BIKE_0.001_group,OK,36133,6.741,7.23,1687.3515625,logs/ClaSP_BIKE_0.001_runwarmup1_20260109_074453.log
BIKE,0.1%,ClaSP,measured,3,20260109_074453,BIKE_0.001_group,OK,36133,6.721,7.21,1678.56640625,logs/ClaSP_BIKE_0.001_run3_20260109_074453.log
BIKE,0.1%,ClaSP,measured,2,20260109_074453,BIKE_0.001_group,OK,36133,6.73,7.23,1924.48828125,logs/ClaSP_BIKE_0.001_run2_20260109_074453.log
BIKE,0.1%,ClaSP,measured,1,20260109_074453,BIKE_0.001_group,OK,36133,6.857,7.35,1689.07421875,logs/ClaSP_BIKE_0.001_run1_20260109_074453.log
BIKE,0.1%,BIDE+,warmup,1,20260109_074453,BIKE_0.001_group,OK,36133,1.997,2.3,997.50390625,logs/BIDE+_BIKE_0.001_runwarmup1_20260109_074453.log
BIKE,0.1%,BIDE+,measured,3,20260109_074453,BIKE_0.001_group,OK,36133,1.964,2.26,997.43359375,logs/BIDE+_BIKE_0.001_run3_20260109_074453.log
BIKE,0.1%,BIDE+,measured,2,20260109_074453,BIKE_0.001_group,OK,36133,1.968,2.27,1014.8984375,logs/BIDE+_BIKE_0.001_run2_20260109_074453.log
BIKE,0.1%,BIDE+,measured,1,20260109_074453,BIKE_0.001_group,OK,36133,1.981,2.27,1001.7734375,logs/BIDE+_BIKE_0.001_run1_20260109_074453.log
BIKE,0.05%,CloSpan,warmup,1,20260109_074453,BIKE_0.0005_group,OK,118833,11.225,11.62,3609.94140625,logs/CloSpan_BIKE_0.0005_runwarmup1_20260109_074453.log
BIKE,0.05%,CloSpan,measured,3,20260109_074453,BIKE_0.0005_group,OK,118833,10.658,11.05,3490.58203125,logs/CloSpan_BIKE_0.0005_run3_20260109_074453.log
BIKE,0.05%,CloSpan,measured,2,20260109_074453,BIKE_0.0005_group,OK,118833,10.803,11.18,4247.4296875,logs/CloSpan_BIKE_0.0005_run2_20260109_074453.log
BIKE,0.05%,CloSpan,measured,1,20260109_074453,BIKE_0.0005_group,OK,118833,11.055,11.44,3358.375,logs/CloSpan_BIKE_0.0005_run1_20260109_074453.log
BIKE,0.05%,ClaSP,warmup,1,20260109_074453,BIKE_0.0005_group,OK,118833,11.668,12.17,4265.890625,logs/ClaSP_BIKE_0.0005_runwarmup1_20260109_074453.log
BIKE,0.05%,ClaSP,measured,3,20260109_074453,BIKE_0.0005_group,OK,118833,11.738,12.25,4313.73828125,logs/ClaSP_BIKE_0.0005_run3_20260109_074453.log
BIKE,0.05%,ClaSP,measured,2,20260109_074453,BIKE_0.0005_group,OK,118833,11.483,11.98,4514.59375,logs/ClaSP_BIKE_0.0005_run2_20260109_074453.log
BIKE,0.05%,ClaSP,measured,1,20260109_074453,BIKE_0.0005_group,OK,118833,11.464,11.95,4273.98046875,logs/ClaSP_BIKE_0.0005_run1_20260109_074453.log
BIKE,0.05%,BIDE+,warmup,1,20260109_074453,BIKE_0.0005_group,OK,118833,4.166,4.47,4318.08984375,logs/BIDE+_BIKE_0.0005_runwarmup1_20260109_074453.log
BIKE,0.05%,BIDE+,measured,3,20260109_074453,BIKE_0.0005_group,OK,118833,4.149,4.45,4313.69140625,logs/BIDE+_BIKE_0.0005_run3_20260109_074453.log
BIKE,0.05%,BIDE+,measured,2,20260109_074453,BIKE_0.0005_group,OK,118833,4.162,4.46,4318.1015625,logs/BIDE+_BIKE_0.0005_run2_20260109_074453.log
BIKE,0.05%,BIDE+,measured,1,20260109_074453,BIKE_0.0005_group,OK,118833,4.149,4.45,4317.5,logs/BIDE+_BIKE_0.0005_run1_20260109_074453.log
BIKE,0.01%,CloSpan,warmup,1,20260109_074453,BIKE_0.0001_group,OK,1867251,43.834,44.25,18051.98828125,logs/CloSpan_BIKE_0.0001_runwarmup1_20260109_074453.log
BIKE,0.01%,CloSpan,measured,3,20260109_074453,BIKE_0.0001_group,OK,1867251,43.651,44.07,17248.80078125,logs/CloSpan_BIKE_0.0001_run3_20260109_074453.log
BIKE,0.01%,CloSpan,measured,2,20260109_074453,BIKE_0.0001_group,OK,1867251,43.886,44.31,18266.453125,logs/CloSpan_BIKE_0.0001_run2_20260109_074453.log
BIKE,0.01%,CloSpan,measured,1,20260109_074453,BIKE_0.0001_group,OK,1867251,43.551,43.97,18101.8515625,logs/CloSpan_BIKE_0.0001_run1_20260109_074453.log
BIKE,0.01%,ClaSP,warmup,1,20260109_074453,BIKE_0.0001_group,OK,1867251,59.66,60.2,23997.09765625,logs/ClaSP_BIKE_0.0001_runwarmup1_20260109_074453.log
BIKE,0.01%,ClaSP,measured,3,20260109_074453,BIKE_0.0001_group,OK,1867251,60.131,60.67,23303.796875,logs/ClaSP_BIKE_0.0001_run3_20260109_074453.log
BIKE,0.01%,ClaSP,measured,2,20260109_074453,BIKE_0.0001_group,OK,1867251,59.821,60.35,22672.4765625,logs/ClaSP_BIKE_0.0001_run2_20260109_074453.log
BIKE,0.01%,ClaSP,measured,1,20260109_074453,BIKE_0.0001_group,OK,1867251,60.328,60.85,22370.84375,logs/ClaSP_BIKE_0.0001_run1_20260109_074453.log
BIKE,0.01%,BIDE+,warmup,1,20260109_074453,BIKE_0.0001_group,OK,1867251,22.81,23.12,9965.48046875,logs/BIDE+_BIKE_0.0001_runwarmup1_20260109_074453.log
BIKE,0.01%,BIDE+,measured,3,20260109_074453,BIKE_0.0001_group,OK,1867251,22.669,22.98,9953.03125,logs/BIDE+_BIKE_0.0001_run3_20260109_074453.log
BIKE,0.01%,BIDE+,measured,2,20260109_074453,BIKE_0.0001_group,OK,1867251,22.765,23.08,9962.86328125,logs/BIDE+_BIKE_0.0001_run2_20260109_074453.log
BIKE,0.01%,BIDE+,measured,1,20260109_074453,BIKE_0.0001_group,OK,1867251,22.81,23.13,9957.3359375,logs/BIDE+_BIKE_0.0001_run1_20260109_074453.log
SIGN,5%,CloSpan,warmup,1,20260104_214104,SIGN_0.05_group,OK,896644,86.215,86.57,10373.9140625,logs/CloSpan_SIGN_0.05_runwarmup1_20260104_214104.log
SIGN,5%,CloSpan,measured,3,20260104_214104,SIGN_0.05_group,OK,896644,87.448,87.8,10414.109375,logs/CloSpan_SIGN_0.05_run3_20260104_214104.log
SIGN,5%,CloSpan,measured,2,20260104_214104,SIGN_0.05_group,OK,896644,86.339,86.68,10402.25,logs/CloSpan_SIGN_0.05_run2_20260104_214104.log
SIGN,5%,CloSpan,measured,1,20260104_214104,SIGN_0.05_group,OK,896644,88.833,89.18,10873.52734375,logs/CloSpan_SIGN_0.05_run1_20260104_214104.log
SIGN,5%,ClaSP,warmup,1,20260104_214104,SIGN_0.05_group,OK,896644,47.664,48.06,16858.58203125,logs/ClaSP_SIGN_0.05_runwarmup1_20260104_214104.log
SIGN,5%,ClaSP,measured,3,20260104_214104,SIGN_0.05_group,OK,896644,45.431,45.82,16235.22265625,logs/ClaSP_SIGN_0.05_run3_20260104_214104.log
SIGN,5%,ClaSP,measured,2,20260104_214104,SIGN_0.05_group,OK,896644,45.06,45.45,16461.5703125,logs/ClaSP_SIGN_0.05_run2_20260104_214104.log
SIGN,5%,ClaSP,measured,1,20260104_214104,SIGN_0.05_group,OK,896644,45.214,45.61,17085.21875,logs/ClaSP_SIGN_0.05_run1_20260104_214104.log
SIGN,5%,BIDE+,warmup,1,20260104_214104,SIGN_0.05_group,OK,896644,161.572,161.89,9941.74609375,logs/BIDE+_SIGN_0.05_runwarmup1_20260104_214104.log
SIGN,5%,BIDE+,measured,3,20260104_214104,SIGN_0.05_group,OK,896644,163.089,163.4,9949.1875,logs/BIDE+_SIGN_0.05_run3_20260104_214104.log
SIGN,5%,BIDE+,measured,2,20260104_214104,SIGN_0.05_group,OK,896644,161.072,161.39,9946.42578125,logs/BIDE+_SIGN_0.05_run2_20260104_214104.log
SIGN,5%,BIDE+,measured,1,20260104_214104,SIGN_0.05_group,OK,896644,161.184,161.5,9940.7265625,logs/BIDE+_SIGN_0.05_run1_20260104_214104.log
SIGN,20%,CloSpan,warmup,1,20260104_214104,SIGN_0.2_group,OK,9717,3.404,3.73,1221.28515625,logs/CloSpan_SIGN_0.2_runwarmup1_20260104_214104.log
SIGN,20%,CloSpan,measured,3,20260104_214104,SIGN_0.2_group,OK,9717,3.301,3.63,1205.35546875,logs/CloSpan_SIGN_0.2_run3_20260104_214104.log
SIGN,20%,CloSpan,measured,2,20260104_214104,SIGN_0.2_group,OK,9717,3.353,3.68,1212.78125,logs/CloSpan_SIGN_0.2_run2_20260104_214104.log
SIGN,20%,CloSpan,measured,1,20260104_214104,SIGN_0.2_group,OK,9717,3.318,3.64,1213.52734375,logs/CloSpan_SIGN_0.2_run1_20260104_214104.log
SIGN,20%,ClaSP,warmup,1,20260104_214104,SIGN_0.2_group,OK,9717,1.806,2.16,1195.94140625,logs/ClaSP_SIGN_0.2_runwarmup1_20260104_214104.log
SIGN,20%,ClaSP,measured,3,20260104_214104,SIGN_0.2_group,OK,9717,1.836,2.2,1193.12890625,logs/ClaSP_SIGN_0.2_run3_20260104_214104.log
SIGN,20%,ClaSP,measured,2,20260104_214104,SIGN_0.2_group,OK,9717,1.816,2.17,1198.74609375,logs/ClaSP_SIGN_0.2_run2_20260104_214104.log
SIGN,20%,ClaSP,measured,1,20260104_214104,SIGN_0.2_group,OK,9717,1.827,2.18,1194.5625,logs/ClaSP_SIGN_0.2_run1_20260104_214104.log
SIGN,20%,BIDE+,warmup,1,20260104_214104,SIGN_0.2_group,OK,9717,4.213,4.51,1945.39453125,logs/BIDE+_SIGN_0.2_runwarmup1_20260104_214104.log
SIGN,20%,BIDE+,measured,3,20260104_214104,SIGN_0.2_group,OK,9717,4.176,4.47,1943.2578125,logs/BIDE+_SIGN_0.2_run3_20260104_214104.log
SIGN,20%,BIDE+,measured,2,20260104_214104,SIGN_0.2_group,OK,9717,4.169,4.46,1945.89453125,logs/BIDE+_SIGN_0.2_run2_20260104_214104.log
SIGN,20%,BIDE+,measured,1,20260104_214104,SIGN_0.2_group,OK,9717,4.182,4.48,1945.89453125,logs/BIDE+_SIGN_0.2_run1_20260104_214104.log
SIGN,2%,CloSpan,warmup,1,20260104_214104,SIGN_0.02_group,OK,9803615,715.838,716.25,25129.52734375,logs/CloSpan_SIGN_0.02_runwarmup1_20260104_214104.log
SIGN,2%,CloSpan,measured,3,20260104_214104,SIGN_0.02_group,OK,9803615,707.293,707.69,21380.6796875,logs/CloSpan_SIGN_0.02_run3_20260104_214104.log
SIGN,2%,CloSpan,measured,2,20260104_214104,SIGN_0.02_group,OK,9803615,711.267,711.67,28917.28125,logs/CloSpan_SIGN_0.02_run2_20260104_214104.log
SIGN,2%,CloSpan,measured,1,20260104_214104,SIGN_0.02_group,OK,9803615,708.347,708.74,24976.18359375,logs/CloSpan_SIGN_0.02_run1_20260104_214104.log
SIGN,2%,ClaSP,warmup,1,20260104_214104,SIGN_0.02_group,OK,,,,,logs/ClaSP_SIGN_0.02_runwarmup1_20260104_214104.log
SIGN,2%,ClaSP,measured,1,20260104_214104,SIGN_0.02_group,OK,,,,,logs/ClaSP_SIGN_0.02_run1_20260104_214104.log
SIGN,2%,BIDE+,warmup,1,20260104_214104,SIGN_0.02_group,OK,9803615,1116.51,1116.82,9943.33203125,logs/BIDE+_SIGN_0.02_runwarmup1_20260104_214104.log
SIGN,2%,BIDE+,measured,3,20260104_214104,SIGN_0.02_group,OK,9803615,1109.612,1109.93,9944.28515625,logs/BIDE+_SIGN_0.02_run3_20260104_214104.log
SIGN,2%,BIDE+,measured,2,20260104_214104,SIGN_0.02_group,OK,9803615,1113.557,1113.87,9943.78125,logs/BIDE+_SIGN_0.02_run2_20260104_214104.log
SIGN,2%,BIDE+,measured,1,20260104_214104,SIGN_0.02_group,OK,9803615,1115.089,1115.41,9944.1328125,logs/BIDE+_SIGN_0.02_run1_20260104_214104.log
SIGN,10%,CloSpan,warmup,1,20260104_214104,SIGN_0.1_group,OK,109743,19.375,19.73,10029.41796875,logs/CloSpan_SIGN_0.1_runwarmup1_20260104_214104.log
SIGN,10%,CloSpan,measured,3,20260104_214104,SIGN_0.1_group,OK,109743,19.327,19.68,10033.59375,logs/CloSpan_SIGN_0.1_run3_20260104_214104.log
SIGN,10%,CloSpan,measured,2,20260104_214104,SIGN_0.1_group,OK,109743,19.398,19.75,10035.0,logs/CloSpan_SIGN_0.1_run2_20260104_214104.log
SIGN,10%,CloSpan,measured,1,20260104_214104,SIGN_0.1_group,OK,109743,19.405,19.76,10024.54296875,logs/CloSpan_SIGN_0.1_run1_20260104_214104.log
SIGN,10%,ClaSP,warmup,1,20260104_214104,SIGN_0.1_group,OK,109743,9.813,10.19,5614.5390625,logs/ClaSP_SIGN_0.1_runwarmup1_20260104_214104.log
SIGN,10%,ClaSP,measured,3,20260104_214104,SIGN_0.1_group,OK,109743,9.892,10.26,5581.984375,logs/ClaSP_SIGN_0.1_run3_20260104_214104.log
SIGN,10%,ClaSP,measured,2,20260104_214104,SIGN_0.1_group,OK,109743,10.025,10.4,5533.87109375,logs/ClaSP_SIGN_0.1_run2_20260104_214104.log
SIGN,10%,ClaSP,measured,1,20260104_214104,SIGN_0.1_group,OK,109743,9.846,10.22,5584.85546875,logs/ClaSP_SIGN_0.1_run1_20260104_214104.log
SIGN,10%,BIDE+,warmup,1,20260104_214104,SIGN_0.1_group,OK,109743,31.732,32.05,9930.69140625,logs/BIDE+_SIGN_0.1_runwarmup1_20260104_214104.log
SIGN,10%,BIDE+,measured,3,20260104_214104,SIGN_0.1_group,OK,109743,31.602,31.92,9931.7265625,logs/BIDE+_SIGN_0.1_run3_20260104_214104.log
SIGN,10%,BIDE+,measured,2,20260104_214104,SIGN_0.1_group,OK,109743,31.87,32.19,9933.546875,logs/BIDE+_SIGN_0.1_run2_20260104_214104.log
SIGN,10%,BIDE+,measured,1,20260104_214104,SIGN_0.1_group,OK,109743,31.865,32.18,9930.5234375,logs/BIDE+_SIGN_0.1_run1_20260104_214104.log
SIGN,1%,CloSpan,warmup,1,20260104_214104,SIGN_0.01_group,OK,,,,,logs/CloSpan_SIGN_0.01_runwarmup1_20260104_214104.log
SIGN,1%,CloSpan,measured,1,20260104_214104,SIGN_0.01_group,OK,,,,,logs/CloSpan_SIGN_0.01_run1_20260104_214104.log
SIGN,1%,ClaSP,warmup,1,20260104_214104,SIGN_0.01_group,OOM,,,,,logs/ClaSP_SIGN_0.01_runwarmup1_20260104_214104.log
SIGN,1%,ClaSP,measured,1,20260104_214104,SIGN_0.01_group,OOM,,,,,logs/ClaSP_SIGN_0.01_run1_20260104_214104.log
SIGN,1%,BIDE+,warmup,1,20260104_214104,SIGN_0.01_group,OK,37265723,3297.669,3297.99,9952.453125,logs/BIDE+_SIGN_0.01_runwarmup1_20260104_214104.log
SIGN,1%,BIDE+,measured,3,20260104_214104,SIGN_0.01_group,OK,37265723,3295.018,3295.34,9952.7578125,logs/BIDE+_SIGN_0.01_run3_20260104_214104.log
SIGN,1%,BIDE+,measured,2,20260104_214104,SIGN_0.01_group,OK,37265723,3281.203,3281.52,9946.96484375,logs/BIDE+_SIGN_0.01_run2_20260104_214104.log
SIGN,1%,BIDE+,measured,1,20260104_214104,SIGN_0.01_group,OK,37265723,3277.071,3277.38,9947.07421875,logs/BIDE+_SIGN_0.01_run1_20260104_214104.log
MSNBC_small,5%,CloSpan,warmup,1,20260104_214104,MSNBC_small_0.05_group,OK,1478,9.059,9.48,1696.82421875,logs/CloSpan_MSNBC_small_0.05_runwarmup1_20260104_214104.log
MSNBC_small,5%,CloSpan,measured,3,20260104_214104,MSNBC_small_0.05_group,OK,1478,9.198,9.64,1705.625,logs/CloSpan_MSNBC_small_0.05_run3_20260104_214104.log
MSNBC_small,5%,CloSpan,measured,2,20260104_214104,MSNBC_small_0.05_group,OK,1478,9.144,9.58,1773.28515625,logs/CloSpan_MSNBC_small_0.05_run2_20260104_214104.log
MSNBC_small,5%,CloSpan,measured,1,20260104_214104,MSNBC_small_0.05_group,OK,1478,9.265,9.7,1776.73828125,logs/CloSpan_MSNBC_small_0.05_run1_20260104_214104.log
MSNBC_small,5%,ClaSP,warmup,1,20260104_214104,MSNBC_small_0.05_group,OK,1478,4.578,5.19,1793.0390625,logs/ClaSP_MSNBC_small_0.05_runwarmup1_20260104_214104.log
MSNBC_small,5%,ClaSP,measured,3,20260104_214104,MSNBC_small_0.05_group,OK,1478,4.267,4.87,1805.73828125,logs/ClaSP_MSNBC_small_0.05_run3_20260104_214104.log
MSNBC_small,5%,ClaSP,measured,2,20260104_214104,MSNBC_small_0.05_group,OK,1478,4.315,4.92,1794.97265625,logs/ClaSP_MSNBC_small_0.05_run2_20260104_214104.log
MSNBC_small,5%,ClaSP,measured,1,20260104_214104,MSNBC_small_0.05_group,OK,1478,4.383,4.99,1794.39453125,logs/ClaSP_MSNBC_small_0.05_run1_20260104_214104.log
MSNBC_small,5%,BIDE+,warmup,1,20260104_214104,MSNBC_small_0.05_group,OK,1478,2.79,3.08,929.4375,logs/BIDE+_MSNBC_small_0.05_runwarmup1_20260104_214104.log
MSNBC_small,5%,BIDE+,measured,3,20260104_214104,MSNBC_small_0.05_group,OK,1478,2.784,3.08,929.44921875,logs/BIDE+_MSNBC_small_0.05_run3_20260104_214104.log
MSNBC_small,5%,BIDE+,measured,2,20260104_214104,MSNBC_small_0.05_group,OK,1478,2.729,3.02,931.35546875,logs/BIDE+_MSNBC_small_0.05_run2_20260104_214104.log
MSNBC_small,5%,BIDE+,measured,1,20260104_214104,MSNBC_small_0.05_group,OK,1478,2.777,3.06,929.875,logs/BIDE+_MSNBC_small_0.05_run1_20260104_214104.log
