dataset,minsup,algorithm,run_type,run_id,campaign_id,group,status,patterns,mining_s,wall_s,external_mem_mb,log_path
D20C30,1%,ClaSP,measured,1,20260120_190943,D20C30_0.01_group,OK,2865,251.832,251.832,3986.545478820801,logs_itemsets/ClaSP_D20C30_0.01_run1_20260120_190943.log
D20C30,1%,BIDE+,warmup,1,20260120_190943,D20C30_0.01_group,OK,2865,4.258,4.258,3169.101577758789,logs_itemsets/BIDE+_D20C30_0.01_runwarmup1_20260120_190943.log
D20C30,1%,BIDE+,measured,3,20260120_190943,D20C30_0.01_group,OK,2865,4.334,4.334,3138.169792175293,logs_itemsets/BIDE+_D20C30_0.01_run3_20260120_190943.log
D20C30,1%,BIDE+,measured,2,20260120_190943,D20C30_0.01_group,OK,2865,4.248,4.248,3137.7065048217773,logs_itemsets/BIDE+_D20C30_0.01_run2_20260120_190943.log
D20C30,1%,BIDE+,measured,1,20260120_190943,D20C30_0.01_group,OK,2865,4.329,4.329,3138.5761795043945,logs_itemsets/BIDE+_D20C30_0.01_run1_20260120_190943.log
D20C30,0.5%,TriBack-Clo,warmup,1,20260120_190943,D20C30_0.005_group,OK,29849,7.922,7.922,145.35761260986328,logs_itemsets/TriBack-Clo-Java_D20C30_0.005_runwarmup1_20260120_190943.log
D20C30,0.5%,TriBack-Clo,measured,3,20260120_190943,D20C30_0.005_group,OK,29849,7.838,7.838,142.43260955810547,logs_itemsets/TriBack-Clo-Java_D20C30_0.005_run3_20260120_190943.log
D20C30,0.5%,TriBack-Clo,measured,2,20260120_190943,D20C30_0.005_group,OK,29849,7.995,7.995,145.53204345703125,logs_itemsets/TriBack-Clo-Java_D20C30_0.005_run2_20260120_190943.log
D20C30,0.5%,TriBack-Clo,measured,1,20260120_190943,D20C30_0.005_group,OK,29849,7.923,7.923,145.27423858642578,logs_itemsets/TriBack-Clo-Java_D20C30_0.005_run1_20260120_190943.log
D20C30,0.5%,CloSpan,warmup,1,20260120_190943,D20C30_0.005_group,OK,29849,165.894,165.894,3148.667549133301,logs_itemsets/CloSpan_D20C30_0.005_runwarmup1_20260120_190943.log
D20C30,0.5%,CloSpan,measured,3,20260120_190943,D20C30_0.005_group,OK,29849,164.128,164.128,1989.504295349121,logs_itemsets/CloSpan_D20C30_0.005_run3_20260120_190943.log
D20C30,0.5%,CloSpan,measured,2,20260120_190943,D20C30_0.005_group,OK,29849,169.041,169.041,1850.5760116577148,logs_itemsets/CloSpan_D20C30_0.005_run2_20260120_190943.log
D20C30,0.5%,CloSpan,measured,1,20260120_190943,D20C30_0.005_group,OK,29849,166.123,166.123,1843.410270690918,logs_itemsets/CloSpan_D20C30_0.005_run1_20260120_190943.log
D20C30,0.5%,CloFast,warmup,1,20260120_190943,D20C30_0.005_group,OK,30707,,,27183.704902648926,logs_itemsets/CloFast_D20C30_0.005_runwarmup1_20260120_190943.log
D20C30,0.5%,CloFast,measured,3,20260120_190943,D20C30_0.005_group,OK,30707,,,24604.622840881348,logs_itemsets/CloFast_D20C30_0.005_run3_20260120_190943.log
D20C30,0.5%,CloFast,measured,2,20260120_190943,D20C30_0.005_group,OK,30707,,,25392.969032287598,logs_itemsets/CloFast_D20C30_0.005_run2_20260120_190943.log
D20C30,0.5%,CloFast,measured,1,20260120_190943,D20C30_0.005_group,OK,30707,,,21595.555168151855,logs_itemsets/CloFast_D20C30_0.005_run1_20260120_190943.log
D20C30,0.5%,ClaSP,warmup,1,20260120_190943,D20C30_0.005_group,OK,29849,485.009,485.009,3313.0489196777344,logs_itemsets/ClaSP_D20C30_0.005_runwarmup1_20260120_190943.log
D20C30,0.5%,ClaSP,measured,3,20260120_190943,D20C30_0.005_group,OK,29849,476.061,476.061,3303.962715148926,logs_itemsets/ClaSP_D20C30_0.005_run3_20260120_190943.log
D20C30,0.5%,ClaSP,measured,2,20260120_190943,D20C30_0.005_group,OK,29849,464.658,464.658,4043.3593673706055,logs_itemsets/ClaSP_D20C30_0.005_run2_20260120_190943.log
D20C30,0.5%,ClaSP,measured,1,20260120_190943,D20C30_0.005_group,OK,29849,474.086,474.086,4792.7408447265625,logs_itemsets/ClaSP_D20C30_0.005_run1_20260120_190943.log
D20C30,0.5%,BIDE+,warmup,1,20260120_190943,D20C30_0.005_group,OK,30283,27.655,27.655,2456.1293563842773,logs_itemsets/BIDE+_D20C30_0.005_runwarmup1_20260120_190943.log
D20C30,0.5%,BIDE+,measured,3,20260120_190943,D20C30_0.005_group,OK,30283,27.292,27.292,3319.7733154296875,logs_itemsets/BIDE+_D20C30_0.005_run3_20260120_190943.log
D20C30,0.5%,BIDE+,measured,2,20260120_190943,D20C30_0.005_group,OK,30283,27.511,27.511,3319.228691101074,logs_itemsets/BIDE+_D20C30_0.005_run2_20260120_190943.log
D20C30,0.5%,BIDE+,measured,1,20260120_190943,D20C30_0.005_group,OK,30283,28.515,28.515,2455.4949111938477,logs_itemsets/BIDE+_D20C30_0.005_run1_20260120_190943.log
D20C30,0.1%,TriBack-Clo,warmup,1,20260120_190943,D20C30_0.001_group,OK,4951322,3281.731,3281.731,2493.4267578125,logs_itemsets/TriBack-Clo-Java_D20C30_0.001_runwarmup1_20260120_190943.log
D20C30,0.1%,TriBack-Clo,measured,3,20260120_190943,D20C30_0.001_group,OK,4951322,3392.009,3392.009,2492.0252380371094,logs_itemsets/TriBack-Clo-Java_D20C30_0.001_run3_20260120_190943.log
D20C30,0.1%,TriBack-Clo,measured,2,20260120_190943,D20C30_0.001_group,OK,4951322,3387.995,3387.995,2495.908317565918,logs_itemsets/TriBack-Clo-Java_D20C30_0.001_run2_20260120_190943.log
D20C30,0.1%,TriBack-Clo,measured,1,20260120_190943,D20C30_0.001_group,OK,4951322,3229.962,3229.962,2494.8315963745117,logs_itemsets/TriBack-Clo-Java_D20C30_0.001_run1_20260120_190943.log
D20C30,0.1%,CloSpan,warmup,1,20260120_190943,D20C30_0.001_group,OOM,,,,,logs_itemsets/CloSpan_D20C30_0.001_runwarmup1_20260120_190943.log
D20C30,0.1%,CloSpan,measured,3,20260120_190943,D20C30_0.001_group,OOM,,,,,logs_itemsets/CloSpan_D20C30_0.001_run3_20260120_190943.log
D20C30,0.1%,CloSpan,measured,2,20260120_190943,D20C30_0.001_group,OOM,,,,,logs_itemsets/CloSpan_D20C30_0.001_run2_20260120_190943.log
D20C30,0.1%,CloSpan,measured,1,20260120_190943,D20C30_0.001_group,OOM,,,,,logs_itemsets/CloSpan_D20C30_0.001_run1_20260120_190943.log
D20C30,0.1%,CloFast,warmup,1,20260120_190943,D20C30_0.001_group,OK,,,,,logs_itemsets/CloFast_D20C30_0.001_runwarmup1_20260120_190943.log
D20C30,0.1%,CloFast,measured,3,20260120_190943,D20C30_0.001_group,OK,,,,,logs_itemsets/CloFast_D20C30_0.001_run3_20260120_190943.log
D20C30,0.1%,CloFast,measured,2,20260120_190943,D20C30_0.001_group,OK,,,,,logs_itemsets/CloFast_D20C30_0.001_run2_20260120_190943.log
D20C30,0.1%,CloFast,measured,1,20260120_190943,D20C30_0.001_group,OK,,,,,logs_itemsets/CloFast_D20C30_0.001_run1_20260120_190943.log
D20C30,0.1%,ClaSP,warmup,1,20260120_190943,D20C30_0.001_group,OOM,,,,,logs_itemsets/ClaSP_D20C30_0.001_runwarmup1_20260120_190943.log
D20C30,0.1%,ClaSP,measured,3,20260120_190943,D20C30_0.001_group,OOM,,,,,logs_itemsets/ClaSP_D20C30_0.001_run3_20260120_190943.log
D20C30,0.1%,ClaSP,measured,2,20260120_190943,D20C30_0.001_group,OOM,,,,,logs_itemsets/ClaSP_D20C30_0.001_run2_20260120_190943.log
D20C30,0.1%,ClaSP,measured,1,20260120_190943,D20C30_0.001_group,OOM,,,,,logs_itemsets/ClaSP_D20C30_0.001_run1_20260120_190943.log
D20C30,0.1%,BIDE+,warmup,1,20260120_190943,D20C30_0.001_group,OK,10478322,6867.471,6867.471,2562.8063735961914,logs_itemsets/BIDE+_D20C30_0.001_runwarmup1_20260120_190943.log
D20C30,0.1%,BIDE+,measured,3,20260120_190943,D20C30_0.001_group,OK,10478322,6830.359,6830.359,2562.970184326172,logs_itemsets/BIDE+_D20C30_0.001_run3_20260120_190943.log
D20C30,0.1%,BIDE+,measured,2,20260120_190943,D20C30_0.001_group,OK,10478322,6827.46,6827.46,3394.095802307129,logs_itemsets/BIDE+_D20C30_0.001_run2_20260120_190943.log
D20C30,0.1%,BIDE+,measured,1,20260120_190943,D20C30_0.001_group,OK,10478322,6724.328,6724.328,3394.9045944213867,logs_itemsets/BIDE+_D20C30_0.001_run1_20260120_190943.log
D20C20,1%,TriBack-Clo,warmup,1,20260120_113319,D20C20_0.01_group,OK,1670,1.183,1.183,165.27356719970703,logs_itemsets/TriBack-Clo-Java_D20C20_0.01_runwarmup1_20260120_113319.log
D20C20,1%,TriBack-Clo,measured,3,20260120_113319,D20C20_0.01_group,OK,1670,1.173,1.173,165.2735595703125,logs_itemsets/TriBack-Clo-Java_D20C20_0.01_run3_20260120_113319.log
D20C20,1%,TriBack-Clo,measured,2,20260120_113319,D20C20_0.01_group,OK,1670,1.231,1.231,161.43354034423828,logs_itemsets/TriBack-Clo-Java_D20C20_0.01_run2_20260120_113319.log
D20C20,1%,TriBack-Clo,measured,1,20260120_113319,D20C20_0.01_group,OK,1670,1.295,1.295,169.11378479003906,logs_itemsets/TriBack-Clo-Java_D20C20_0.01_run1_20260120_113319.log
D20C20,1%,CloSpan,warmup,1,20260120_113319,D20C20_0.01_group,OK,1670,32.159,32.159,820.3517379760742,logs_itemsets/CloSpan_D20C20_0.01_runwarmup1_20260120_113319.log
D20C20,1%,CloSpan,measured,3,20260120_113319,D20C20_0.01_group,OK,1670,32.487,32.487,628.4417953491211,logs_itemsets/CloSpan_D20C20_0.01_run3_20260120_113319.log
D20C20,1%,CloSpan,measured,2,20260120_113319,D20C20_0.01_group,OK,1670,32.028,32.028,626.5557403564453,logs_itemsets/CloSpan_D20C20_0.01_run2_20260120_113319.log
D20C20,1%,CloSpan,measured,1,20260120_113319,D20C20_0.01_group,OK,1670,32.265,32.265,821.4170150756836,logs_itemsets/CloSpan_D20C20_0.01_run1_20260120_113319.log
D20C20,1%,CloFast,warmup,1,20260120_113319,D20C20_0.01_group,OK,1670,,,11539.859245300293,logs_itemsets/CloFast_D20C20_0.01_runwarmup1_20260120_113319.log
D20C20,1%,CloFast,measured,3,20260120_113319,D20C20_0.01_group,OK,1670,,,24322.799026489258,logs_itemsets/CloFast_D20C20_0.01_run3_20260120_113319.log
D20C20,1%,CloFast,measured,2,20260120_113319,D20C20_0.01_group,OK,1670,,,23363.89084625244,logs_itemsets/CloFast_D20C20_0.01_run2_20260120_113319.log
D20C20,1%,CloFast,measured,1,20260120_113319,D20C20_0.01_group,OK,1670,,,20246.129585266113,logs_itemsets/CloFast_D20C20_0.01_run1_20260120_113319.log
D20C20,1%,ClaSP,warmup,1,20260120_113319,D20C20_0.01_group,OK,1670,82.067,82.067,2120.964195251465,logs_itemsets/ClaSP_D20C20_0.01_runwarmup1_20260120_113319.log
D20C20,1%,ClaSP,measured,3,20260120_113319,D20C20_0.01_group,OK,1670,80.583,80.583,1863.9438018798828,logs_itemsets/ClaSP_D20C20_0.01_run3_20260120_113319.log
D20C20,1%,ClaSP,measured,2,20260120_113319,D20C20_0.01_group,OK,1670,80.401,80.401,1863.3518295288086,logs_itemsets/ClaSP_D20C20_0.01_run2_20260120_113319.log
D20C20,1%,ClaSP,measured,1,20260120_113319,D20C20_0.01_group,OK,1670,81.648,81.648,1861.6228103637695,logs_itemsets/ClaSP_D20C20_0.01_run1_20260120_113319.log
D20C20,1%,BIDE+,warmup,1,20260120_113319,D20C20_0.01_group,OK,1670,1.414,1.414,967.097282409668,logs_itemsets/BIDE+_D20C20_0.01_runwarmup1_20260120_113319.log
D20C20,1%,BIDE+,measured,3,20260120_113319,D20C20_0.01_group,OK,1670,1.396,1.396,993.3029403686523,logs_itemsets/BIDE+_D20C20_0.01_run3_20260120_113319.log
D20C20,1%,BIDE+,measured,2,20260120_113319,D20C20_0.01_group,OK,1670,1.393,1.393,993.0535736083984,logs_itemsets/BIDE+_D20C20_0.01_run2_20260120_113319.log
D20C20,1%,BIDE+,measured,1,20260120_113319,D20C20_0.01_group,OK,1670,1.39,1.39,960.5778274536133,logs_itemsets/BIDE+_D20C20_0.01_run1_20260120_113319.log
D20C20,0.5%,TriBack-Clo,warmup,1,20260120_113319,D20C20_0.005_group,OK,4254,1.726,1.726,165.27356719970703,logs_itemsets/TriBack-Clo-Java_D20C20_0.005_runwarmup1_20260120_113319.log
D20C20,0.5%,TriBack-Clo,measured,3,20260120_113319,D20C20_0.005_group,OK,4254,1.716,1.716,161.43354034423828,logs_itemsets/TriBack-Clo-Java_D20C20_0.005_run3_20260120_113319.log
D20C20,0.5%,TriBack-Clo,measured,2,20260120_113319,D20C20_0.005_group,OK,4254,1.745,1.745,165.27357482910156,logs_itemsets/TriBack-Clo-Java_D20C20_0.005_run2_20260120_113319.log
D20C20,0.5%,TriBack-Clo,measured,1,20260120_113319,D20C20_0.005_group,OK,4254,1.759,1.759,165.2735824584961,logs_itemsets/TriBack-Clo-Java_D20C20_0.005_run1_20260120_113319.log
D20C20,0.5%,CloSpan,warmup,1,20260120_113319,D20C20_0.005_group,OK,4254,75.457,75.457,1665.937400817871,logs_itemsets/CloSpan_D20C20_0.005_runwarmup1_20260120_113319.log
D20C20,0.5%,CloSpan,measured,3,20260120_113319,D20C20_0.005_group,OK,4254,74.519,74.519,1158.3728713989258,logs_itemsets/CloSpan_D20C20_0.005_run3_20260120_113319.log
D20C20,0.5%,CloSpan,measured,2,20260120_113319,D20C20_0.005_group,OK,4254,74.37,74.37,898.2628860473633,logs_itemsets/CloSpan_D20C20_0.005_run2_20260120_113319.log
D20C20,0.5%,CloSpan,measured,1,20260120_113319,D20C20_0.005_group,OK,4254,75.391,75.391,1418.1524353027344,logs_itemsets/CloSpan_D20C20_0.005_run1_20260120_113319.log
D20C20,0.5%,CloFast,warmup,1,20260120_113319,D20C20_0.005_group,OK,4275,,,18593.249893188477,logs_itemsets/CloFast_D20C20_0.005_runwarmup1_20260120_113319.log
D20C20,0.5%,CloFast,measured,3,20260120_113319,D20C20_0.005_group,OK,4275,,,17346.908988952637,logs_itemsets/CloFast_D20C20_0.005_run3_20260120_113319.log
D20C20,0.5%,CloFast,measured,2,20260120_113319,D20C20_0.005_group,OK,4275,,,21506.10708618164,logs_itemsets/CloFast_D20C20_0.005_run2_20260120_113319.log
D20C20,0.5%,CloFast,measured,1,20260120_113319,D20C20_0.005_group,OK,4275,,,21705.9390335083,logs_itemsets/CloFast_D20C20_0.005_run1_20260120_113319.log
D20C20,0.5%,ClaSP,warmup,1,20260120_113319,D20C20_0.005_group,OK,4254,232.798,232.798,761.039794921875,logs_itemsets/ClaSP_D20C20_0.005_runwarmup1_20260120_113319.log
D20C20,0.5%,ClaSP,measured,3,20260120_113319,D20C20_0.005_group,OK,4254,230.522,230.522,765.0607833862305,logs_itemsets/ClaSP_D20C20_0.005_run3_20260120_113319.log
D20C20,0.5%,ClaSP,measured,2,20260120_113319,D20C20_0.005_group,OK,4254,233.001,233.001,760.3822937011719,logs_itemsets/ClaSP_D20C20_0.005_run2_20260120_113319.log
D20C20,0.5%,ClaSP,measured,1,20260120_113319,D20C20_0.005_group,OK,4254,234.448,234.448,764.5800018310547,logs_itemsets/ClaSP_D20C20_0.005_run1_20260120_113319.log
D20C20,0.5%,BIDE+,warmup,1,20260120_113319,D20C20_0.005_group,OK,4260,3.214,3.214,3459.5453720092773,logs_itemsets/BIDE+_D20C20_0.005_runwarmup1_20260120_113319.log
D20C20,0.5%,BIDE+,measured,3,20260120_113319,D20C20_0.005_group,OK,4260,3.255,3.255,3715.2286529541016,logs_itemsets/BIDE+_D20C20_0.005_run3_20260120_113319.log
D20C20,0.5%,BIDE+,measured,2,20260120_113319,D20C20_0.005_group,OK,4260,3.225,3.225,3555.254653930664,logs_itemsets/BIDE+_D20C20_0.005_run2_20260120_113319.log
D20C20,0.5%,BIDE+,measured,1,20260120_113319,D20C20_0.005_group,OK,4260,2.943,2.943,1970.7715911865234,logs_itemsets/BIDE+_D20C20_0.005_run1_20260120_113319.log
D20C20,0.1%,TriBack-Clo,warmup,1,20260120_113319,D20C20_0.001_group,OK,1464711,708.494,708.494,1523.268783569336,logs_itemsets/TriBack-Clo-Java_D20C20_0.001_runwarmup1_20260120_113319.log
D20C20,0.1%,TriBack-Clo,measured,3,20260120_113319,D20C20_0.001_group,OK,1464711,711.353,711.353,1487.5307846069336,logs_itemsets/TriBack-Clo-Java_D20C20_0.001_run3_20260120_113319.log
D20C20,0.1%,TriBack-Clo,measured,2,20260120_113319,D20C20_0.001_group,OK,1464711,706.454,706.454,1523.0310821533203,logs_itemsets/TriBack-Clo-Java_D20C20_0.001_run2_20260120_113319.log
D20C20,0.1%,TriBack-Clo,measured,1,20260120_113319,D20C20_0.001_group,OK,1464711,702.192,702.192,1488.2177734375,logs_itemsets/TriBack-Clo-Java_D20C20_0.001_run1_20260120_113319.log
D20C20,0.1%,CloFast,warmup,1,20260120_113319,D20C20_0.001_group,OK,,,,,logs_itemsets/CloFast_D20C20_0.001_runwarmup1_20260120_113319.log
D20C20,0.1%,BIDE+,warmup,1,20260120_113319,D20C20_0.001_group,OK,2822431,1187.951,1187.951,3083.885284423828,logs_itemsets/BIDE+_D20C20_0.001_runwarmup1_20260120_113319.log
D20C20,0.1%,BIDE+,measured,3,20260120_113319,D20C20_0.001_group,OK,2822431,1165.028,1165.028,2442.8204956054688,logs_itemsets/BIDE+_D20C20_0.001_run3_20260120_113319.log
D20C20,0.1%,BIDE+,measured,2,20260120_113319,D20C20_0.001_group,OK,2822431,1151.773,1151.773,3210.720657348633,logs_itemsets/BIDE+_D20C20_0.001_run2_20260120_113319.log
D20C20,0.1%,BIDE+,measured,1,20260120_113319,D20C20_0.001_group,OK,2822431,1149.54,1149.54,2443.374839782715,logs_itemsets/BIDE+_D20C20_0.001_run1_20260120_113319.log
D20C20,1%,TriBack-Clo,warmup,1,20260120_113043,D20C20_0.01_group,FAILED,,,,,logs_itemsets/TriBack-Clo-Java_D20C20_0.01_runwarmup1_20260120_113043.log
Kosarak25k,10%,CloFast,warmup,1,20260119_105918,Kosarak25k_0.1_group,OK,9,,7.23,16885.203125,logs/CloFast_Kosarak25k_0.1_runwarmup1_20260119_105918.log
Kosarak25k,10%,CloFast,measured,3,20260119_105918,Kosarak25k_0.1_group,OK,9,,7.22,17397.1328125,logs/CloFast_Kosarak25k_0.1_run3_20260119_105918.log
Kosarak25k,10%,CloFast,measured,2,20260119_105918,Kosarak25k_0.1_group,OK,9,,6.97,15720.91015625,logs/CloFast_Kosarak25k_0.1_run2_20260119_105918.log
Kosarak25k,10%,CloFast,measured,1,20260119_105918,Kosarak25k_0.1_group,OK,9,,7.09,16422.52734375,logs/CloFast_Kosarak25k_0.1_run1_20260119_105918.log
Kosarak25k,1%,CloFast,warmup,1,20260119_105918,Kosarak25k_0.01_group,OK,397,,8.58,16231.4453125,logs/CloFast_Kosarak25k_0.01_runwarmup1_20260119_105918.log
Kosarak25k,1%,CloFast,measured,3,20260119_105918,Kosarak25k_0.01_group,OK,397,,8.44,16204.34375,logs/CloFast_Kosarak25k_0.01_run3_20260119_105918.log
Kosarak25k,1%,CloFast,measured,2,20260119_105918,Kosarak25k_0.01_group,OK,397,,8.67,16337.37890625,logs/CloFast_Kosarak25k_0.01_run2_20260119_105918.log
Kosarak25k,1%,CloFast,measured,1,20260119_105918,Kosarak25k_0.01_group,OK,397,,8.66,16713.46875,logs/CloFast_Kosarak25k_0.01_run1_20260119_105918.log
Kosarak25k,0.5%,CloFast,warmup,1,20260119_105918,Kosarak25k_0.005_group,OK,1619,,22.73,34969.83984375,logs/CloFast_Kosarak25k_0.005_runwarmup1_20260119_105918.log
Kosarak25k,0.5%,CloFast,measured,3,20260119_105918,Kosarak25k_0.005_group,OK,1619,,22.7,34986.1796875,logs/CloFast_Kosarak25k_0.005_run3_20260119_105918.log
Kosarak25k,0.5%,CloFast,measured,2,20260119_105918,Kosarak25k_0.005_group,OK,1619,,23.45,35001.80078125,logs/CloFast_Kosarak25k_0.005_run2_20260119_105918.log
Kosarak25k,0.5%,CloFast,measured,1,20260119_105918,Kosarak25k_0.005_group,OK,1619,,22.98,34742.65234375,logs/CloFast_Kosarak25k_0.005_run1_20260119_105918.log
Kosarak25k,0.2%,CloFast,warmup,1,20260119_105918,Kosarak25k_0.002_group,OK,11734,,238.97,37500.4453125,logs/CloFast_Kosarak25k_0.002_runwarmup1_20260119_105918.log
Kosarak25k,0.2%,CloFast,measured,3,20260119_105918,Kosarak25k_0.002_group,OK,11734,,239.63,38328.62890625,logs/CloFast_Kosarak25k_0.002_run3_20260119_105918.log
Kosarak25k,0.2%,CloFast,measured,2,20260119_105918,Kosarak25k_0.002_group,OK,11734,,236.96,37771.3984375,logs/CloFast_Kosarak25k_0.002_run2_20260119_105918.log
Kosarak25k,0.2%,CloFast,measured,1,20260119_105918,Kosarak25k_0.002_group,OK,11734,,237.37,37109.12890625,logs/CloFast_Kosarak25k_0.002_run1_20260119_105918.log
Kosarak25k,0.1%,CloFast,warmup,1,20260119_105918,Kosarak25k_0.001_group,OK,80953,,2252.5,49610.23046875,logs/CloFast_Kosarak25k_0.001_runwarmup1_20260119_105918.log
Kosarak25k,0.1%,CloFast,measured,3,20260119_105918,Kosarak25k_0.001_group,OK,80953,,2220.92,52350.328125,logs/CloFast_Kosarak25k_0.001_run3_20260119_105918.log
Kosarak25k,0.1%,CloFast,measured,2,20260119_105918,Kosarak25k_0.001_group,OK,80953,,2202.68,50410.61328125,logs/CloFast_Kosarak25k_0.001_run2_20260119_105918.log
Kosarak25k,0.1%,CloFast,measured,1,20260119_105918,Kosarak25k_0.001_group,OK,80953,,2239.29,50306.89453125,logs/CloFast_Kosarak25k_0.001_run1_20260119_105918.log
Kosarak25k,0.05%,CloFast,warmup,1,20260119_105918,Kosarak25k_0.0005_group,OK,,,,,logs/CloFast_Kosarak25k_0.0005_runwarmup1_20260119_105918.log
Kosarak25k,0.05%,CloFast,measured,1,20260119_105918,Kosarak25k_0.0005_group,OK,,,,,logs/CloFast_Kosarak25k_0.0005_run1_20260119_105918.log
Kosarak25k,0.02%,CloFast,warmup,1,20260119_105918,Kosarak25k_0.0002_group,OK,,,,,logs/CloFast_Kosarak25k_0.0002_runwarmup1_20260119_105918.log
Kosarak25k,0.02%,CloFast,measured,1,20260119_105918,Kosarak25k_0.0002_group,OK,,,,,logs/CloFast_Kosarak25k_0.0002_run1_20260119_105918.log
Kosarak,5%,CloFast,warmup,1,20260119_105918,Kosarak_0.05_group,OK,,,,,logs/CloFast_Kosarak_0.05_runwarmup1_20260119_105918.log
Kosarak,5%,CloFast,measured,1,20260119_105918,Kosarak_0.05_group,OK,,,,,logs/CloFast_Kosarak_0.05_run1_20260119_105918.log
Kosarak,2%,CloFast,warmup,1,20260119_105918,Kosarak_0.02_group,OK,,,,,logs/CloFast_Kosarak_0.02_runwarmup1_20260119_105918.log
Kosarak,2%,CloFast,measured,1,20260119_105918,Kosarak_0.02_group,OK,,,,,logs/CloFast_Kosarak_0.02_run1_20260119_105918.log
Kosarak,10%,CloFast,warmup,1,20260119_105918,Kosarak_0.1_group,OOM,,,,,logs/CloFast_Kosarak_0.1_runwarmup1_20260119_105918.log
Kosarak,10%,CloFast,measured,1,20260119_105918,Kosarak_0.1_group,OOM,,,,,logs/CloFast_Kosarak_0.1_run1_20260119_105918.log
Kosarak,1%,CloFast,warmup,1,20260119_105918,Kosarak_0.01_group,OK,,,,,logs/CloFast_Kosarak_0.01_runwarmup1_20260119_105918.log
Kosarak,1%,CloFast,measured,1,20260119_105918,Kosarak_0.01_group,OK,,,,,logs/CloFast_Kosarak_0.01_run1_20260119_105918.log
Kosarak,0.5%,CloFast,warmup,1,20260119_105918,Kosarak_0.005_group,OK,,,,,logs/CloFast_Kosarak_0.005_runwarmup1_20260119_105918.log
Kosarak,0.5%,CloFast,measured,1,20260119_105918,Kosarak_0.005_group,OK,,,,,logs/CloFast_Kosarak_0.005_run1_20260119_105918.log
Kosarak,0.2%,CloFast,warmup,1,20260119_105918,Kosarak_0.002_group,OK,,,,,logs/CloFast_Kosarak_0.002_runwarmup1_20260119_105918.log
Kosarak,0.2%,CloFast,measured,1,20260119_105918,Kosarak_0.002_group,OK,,,,,logs/CloFast_Kosarak_0.002_run1_20260119_105918.log
Kosarak,0.1%,CloFast,warmup,1,20260119_105918,Kosarak_0.001_group,OK,,,,,logs/CloFast_Kosarak_0.001_runwarmup1_20260119_105918.log
Kosarak,0.1%,CloFast,measured,1,20260119_105918,Kosarak_0.001_group,OK,,,,,logs/CloFast_Kosarak_0.001_run1_20260119_105918.log
FIFA,5%,CloFast,warmup,1,20260119_105918,FIFA_0.05_group,OK,,,,,logs/CloFast_FIFA_0.05_runwarmup1_20260119_105918.log
FIFA,5%,CloFast,measured,1,20260119_105918,FIFA_0.05_group,OK,,,,,logs/CloFast_FIFA_0.05_run1_20260119_105918.log
FIFA,20%,CloFast,warmup,1,20260119_105918,FIFA_0.2_group,OK,938,,19.29,20699.3125,logs/CloFast_FIFA_0.2_runwarmup1_20260119_105918.log
FIFA,20%,CloFast,measured,3,20260119_105918,FIFA_0.2_group,OK,938,,20.02,20551.828125,logs/CloFast_FIFA_0.2_run3_20260119_105918.log
FIFA,20%,CloFast,measured,2,20260119_105918,FIFA_0.2_group,OK,938,,19.65,20742.734375,logs/CloFast_FIFA_0.2_run2_20260119_105918.log
FIFA,20%,CloFast,measured,1,20260119_105918,FIFA_0.2_group,OK,938,,20.02,20310.23046875,logs/CloFast_FIFA_0.2_run1_20260119_105918.log
FIFA,2%,CloFast,warmup,1,20260119_105918,FIFA_0.02_group,OK,,,,,logs/CloFast_FIFA_0.02_runwarmup1_20260119_105918.log
FIFA,2%,CloFast,measured,1,20260119_105918,FIFA_0.02_group,OK,,,,,logs/CloFast_FIFA_0.02_run1_20260119_105918.log
FIFA,10%,CloFast,warmup,1,20260119_105918,FIFA_0.1_group,OK,40642,,193.45,26987.2421875,logs/CloFast_FIFA_0.1_runwarmup1_20260119_105918.log
FIFA,10%,CloFast,measured,3,20260119_105918,FIFA_0.1_group,OK,40642,,186.63,27080.95703125,logs/CloFast_FIFA_0.1_run3_20260119_105918.log
FIFA,10%,CloFast,measured,2,20260119_105918,FIFA_0.1_group,OK,40642,,194.14,26887.22265625,logs/CloFast_FIFA_0.1_run2_20260119_105918.log
FIFA,10%,CloFast,measured,1,20260119_105918,FIFA_0.1_group,OK,40642,,190.5,27471.62109375,logs/CloFast_FIFA_0.1_run1_20260119_105918.log
FIFA,1%,CloFast,warmup,1,20260119_105918,FIFA_0.01_group,OK,,,,,logs/CloFast_FIFA_0.01_runwarmup1_20260119_105918.log
FIFA,1%,CloFast,measured,1,20260119_105918,FIFA_0.01_group,OK,,,,,logs/CloFast_FIFA_0.01_run1_20260119_105918.log
FIFA,0.5%,CloFast,warmup,1,20260119_105918,FIFA_0.005_group,OK,,,,,logs/CloFast_FIFA_0.005_runwarmup1_20260119_105918.log
FIFA,0.5%,CloFast,measured,1,20260119_105918,FIFA_0.005_group,OK,,,,,logs/CloFast_FIFA_0.005_run1_20260119_105918.log
BMS2,5%,CloFast,warmup,1,20260119_105918,BMS2_0.05_group,OK,0,,26.92,24101.75390625,logs/CloFast_BMS2_0.05_runwarmup1_20260119_105918.log
BMS2,5%,CloFast,measured,3,20260119_105918,BMS2_0.05_group,OK,0,,26.65,23809.0703125,logs/CloFast_BMS2_0.05_run3_20260119_105918.log
