campaign_id,dataset,minsup,algorithm,group,n_measured,n_ok,status_summary,patterns,count_consistent,output_equivalent,comparison_eligible,wall_min_s,wall_median_s,wall_max_s,wall_range_pct,mem_min_mb,mem_median_mb,mem_max_mb,mem_range_pct
20260112_221617,D10C60,40%,BIDE+,D10C60_0.4_group,3,3,3/3 OK,3432,True,True,True,468.522,470.622,471.719,0.6793137592377753,12659.212127685547,13019.42446899414,13213.147979736328,4.254687704283578
20260112_221617,D10C60,40%,ClaSP,D10C60_0.4_group,3,3,3/3 OK,3432,True,True,True,355.692,356.176,358.776,0.8658640672027321,8465.398010253906,8505.554649353027,17847.511779785156,110.30572556776058
20260112_221617,D10C60,40%,CloFast,D10C60_0.4_group,3,3,3/3 OK,3432,True,True,False,,,,,5471.225608825684,11454.150779724121,19207.30005645752,119.92224226650765
20260112_221617,D10C60,40%,CloSpan,D10C60_0.4_group,3,3,3/3 OK,3432,True,True,True,324.776,329.185,336.355,3.517474976077284,5093.423919677734,10124.132217407227,11028.90168762207,58.62702738847085
20260112_221617,D10C60,40%,TriBack-Clo,D10C60_0.4_group,3,3,3/3 OK,3432,True,True,True,153.382,153.813,154.635,0.8146255518064052,668.6484985351562,668.986083984375,669.0178375244141,0.055208770122404945
20260112_221617,D10C70,40%,BIDE+,D10C70_0.4_group,3,3,3/3 OK,12349,True,True,True,2512.026,2521.616,2541.626,1.1738504197308537,12258.079620361328,12266.270805358887,12298.83065032959,0.3322202046155578
20260112_221617,D10C70,40%,ClaSP,D10C70_0.4_group,3,3,3/3 OK,12349,True,True,True,1470.767,1476.626,1502.359,2.139472012547515,13248.934860229492,17478.24423980713,25749.29573059082,71.51954566404017
20260112_221617,D10C70,40%,CloFast,D10C70_0.4_group,3,3,3/3 OK,12349,True,True,False,,,,,6055.2435302734375,15805.952323913574,23622.299964904785,111.14203101861389
20260112_221617,D10C70,40%,CloSpan,D10C70_0.4_group,3,3,3/3 OK,12349,True,True,True,1572.178,1617.351,1661.168,5.502207003921831,3490.956832885742,4421.00106048584,7692.152565002441,95.0281548146703
20260112_221617,D10C70,40%,TriBack-Clo,D10C70_0.4_group,3,3,3/3 OK,12349,True,True,True,563.061,566.506,570.335,1.2840111137393075,598.1387176513672,602.8083114624023,603.1811370849609,0.8364880406776293
20260112_221617,D10C80,40%,BIDE+,D10C80_0.4_group,3,0,"0/3 OK, 3 FAILED",0,False,True,False,,,,,,,,
20260112_221617,D10C80,40%,ClaSP,D10C80_0.4_group,3,3,3/3 OK,38887,True,True,True,5292.49,5304.888,5384.879,1.7415824801579247,33788.093170166016,35606.19093322754,38176.21600341797,12.32404455023291
20260112_221617,D10C80,40%,CloFast,D10C80_0.4_group,3,3,3/3 OK,38887,True,True,False,,,,,14271.770698547363,20555.01138305664,21109.2075881958,33.26408709889838
20260112_221617,D10C80,40%,CloSpan,D10C80_0.4_group,3,3,3/3 OK,38887,True,True,True,6454.338,6662.951,6779.598,4.881620771336908,1391.98291015625,5427.725601196289,12371.501502990723,202.28580808164932
20260112_221617,D10C80,40%,TriBack-Clo,D10C80_0.4_group,3,3,3/3 OK,38887,True,True,True,2211.73,2339.831,2377.395,7.080212203359984,485.6705856323242,486.0984878540039,486.3415298461914,0.13802639395757607
20260127_223449,D150C20T20N2.5S6I4,30%,BIDE+,D150C20T20N2.5S6I4_0.3_group,3,3,3/3 OK,322,True,True,True,110.014,110.409,111.042,0.9310835167422997,14666.383224487305,16008.132354736328,16108.783874511719,9.010424314724327
20260402_143133,D150C20T20N2.5S6I4,30%,ClaSP,D150C20T20N2.5S6I4_0.3_group,3,3,3/3 OK,322,True,True,True,491.872,498.632,510.39,3.7137608496847316,7222.9187088012695,14704.438346862793,14920.288558959961,52.347255084387044
20260127_223449,D150C20T20N2.5S6I4,30%,CloFast,D150C20T20N2.5S6I4_0.3_group,3,3,3/3 OK,0,False,True,False,,,,,,,,
20260402_143133,D150C20T20N2.5S6I4,30%,CloSpan,D150C20T20N2.5S6I4_0.3_group,3,3,3/3 OK,322,True,True,True,171.968,178.917,181.946,5.57688760710274,5656.080390930176,7190.761032104492,8388.771598815918,38.00280937838336
20260127_223449,D150C20T20N2.5S6I4,30%,TriBack-Clo,D150C20T20N2.5S6I4_0.3_group,3,3,3/3 OK,322,True,True,True,94.258,95.111,96.26,2.104909001061927,1227.5989990234375,1240.1277389526367,1303.0308456420898,6.082586837575226
20260127_223449,D200C20T20N2.5S6I4,30%,BIDE+,D200C20T20N2.5S6I4_0.3_group,3,3,3/3 OK,317,True,True,True,142.245,142.748,146.976,3.3142320733040007,18094.2310256958,18828.606658935547,19350.245231628418,6.670776168859775
20260402_143133,D200C20T20N2.5S6I4,30%,ClaSP,D200C20T20N2.5S6I4_0.3_group,3,3,3/3 OK,317,True,True,True,708.341,744.278,796.321,11.820851885988839,18672.088088989258,24360.99530029297,28413.555366516113,39.98796911803396
20260127_223449,D200C20T20N2.5S6I4,30%,CloFast,D200C20T20N2.5S6I4_0.3_group,3,3,3/3 OK,0,False,True,False,,,,,,,,
20260402_143133,D200C20T20N2.5S6I4,30%,CloSpan,D200C20T20N2.5S6I4_0.3_group,3,3,3/3 OK,317,True,True,True,228.645,234.625,234.824,2.6335641981885995,12451.652961730957,13017.967086791992,13103.516067504883,5.007410922365175
20260127_223449,D200C20T20N2.5S6I4,30%,TriBack-Clo,D200C20T20N2.5S6I4_0.3_group,3,3,3/3 OK,317,True,True,True,121.657,124.276,124.457,2.2530496636518698,1736.7323532104492,1775.041404724121,1784.5571670532227,2.694292860746334
20260120_113319,D20C20,0.1%,BIDE+,D20C20_0.001_group,3,3,3/3 OK,2822431,True,False,False,1149.54,1151.773,1165.028,1.3447094175675292,2442.8204956054688,2443.374839782715,3210.720657348633,31.42784926980144
20260120_113319,D20C20,0.1%,TriBack-Clo,D20C20_0.001_group,3,3,3/3 OK,1464711,True,False,False,702.192,706.454,711.353,1.2967581753376647,1487.5307846069336,1488.2177734375,1523.0310821533203,2.385423570395063
20260120_113319,D20C20,0.5%,BIDE+,D20C20_0.005_group,3,3,3/3 OK,4260,True,False,False,2.943,3.225,3.255,9.674418604651157,1970.7715911865234,3555.254653930664,3715.2286529541016,49.06700733346678
20260120_113319,D20C20,0.5%,ClaSP,D20C20_0.005_group,3,3,3/3 OK,4254,True,False,False,230.522,233.001,234.448,1.6849713091360192,760.3822937011719,764.5800018310547,765.0607833862305,0.6119032244963655
20260120_113319,D20C20,0.5%,CloFast,D20C20_0.005_group,3,3,3/3 OK,4275,True,False,False,,,,,17346.908988952637,21506.10708618164,21705.9390335083,20.268800983309898
20260120_113319,D20C20,0.5%,CloSpan,D20C20_0.005_group,3,3,3/3 OK,4254,True,False,False,74.37,74.519,75.391,1.370120371985669,898.2628860473633,1158.3728713989258,1418.1524353027344,44.88101906491637
20260120_113319,D20C20,0.5%,TriBack-Clo,D20C20_0.005_group,3,3,3/3 OK,4254,True,False,False,1.716,1.745,1.759,2.4641833810888207,161.43354034423828,165.27357482910156,165.2735824584961,2.323445909746035
20260120_113319,D20C20,1%,BIDE+,D20C20_0.01_group,3,3,3/3 OK,1670,True,True,True,1.39,1.393,1.396,0.4307250538406321,960.5778274536133,993.0535736083984,993.3029403686523,3.295402562837351
20260120_113319,D20C20,1%,ClaSP,D20C20_0.01_group,3,3,3/3 OK,1670,True,True,True,80.401,80.583,81.648,1.547472792028095,1861.6228103637695,1863.3518295288086,1863.9438018798828,0.12456002561256492
20260120_113319,D20C20,1%,CloFast,D20C20_0.01_group,3,3,3/3 OK,1670,True,True,False,,,,,20246.129585266113,23363.89084625244,24322.799026489258,17.448589655078965
20260120_113319,D20C20,1%,CloSpan,D20C20_0.01_group,3,3,3/3 OK,1670,True,True,True,32.028,32.265,32.487,1.4225941422594242,626.5557403564453,628.4417953491211,821.4170150756836,31.007052070905967
20260120_113319,D20C20,1%,TriBack-Clo,D20C20_0.01_group,3,3,3/3 OK,1670,True,True,True,1.173,1.231,1.295,9.910641754670989,161.43354034423828,165.2735595703125,169.11378479003906,4.646989189177212
20260112_221617,D20C20,10%,BIDE+,D20C20_0.1_group,3,3,3/3 OK,0,False,False,False,0.258,0.259,0.262,1.5444015444015458,0.0,0.0,0.0,0.0
20260112_221617,D20C20,10%,ClaSP,D20C20_0.1_group,3,3,3/3 OK,0,False,False,False,0.004,0.005,0.005,20.0,785.4335403442383,801.4335403442383,801.4335403442383,1.9964225596457503
20260112_221617,D20C20,10%,CloFast,D20C20_0.1_group,3,3,3/3 OK,0,False,False,False,,,,,21020.58620452881,23417.01625061035,24344.161994934082,14.192994337263809
20260112_221617,D20C20,10%,CloSpan,D20C20_0.1_group,3,3,3/3 OK,0,False,False,False,0.05,0.05,0.051,1.999999999999988,433.4335403442383,433.4335403442383,433.4335403442383,0.0
20260112_221617,D20C20,10%,TriBack-Clo,D20C20_0.1_group,3,3,3/3 OK,0,False,False,False,0.211,0.227,0.227,7.048458149779742,225.43354034423828,241.43354034423828,241.43354034423828,6.627082540887669
20260112_221617,D20C20,5%,BIDE+,D20C20_0.05_group,3,3,3/3 OK,12,True,True,True,0.265,0.267,0.272,2.62172284644195,305.4335403442383,305.4335403442383,305.4335403442383,0.0
20260112_221617,D20C20,5%,ClaSP,D20C20_0.05_group,3,3,3/3 OK,12,True,True,True,0.033,0.038,0.038,13.157894736842099,501.1210403442383,801.4335403442383,801.4335403442383,37.4719156214759
20260112_221617,D20C20,5%,CloFast,D20C20_0.05_group,3,3,3/3 OK,12,True,True,False,,,,,4088.348457336426,22458.618324279785,23960.43972015381,88.48314253301088
20260112_221617,D20C20,5%,CloSpan,D20C20_0.05_group,3,3,3/3 OK,12,True,True,True,0.097,0.098,0.105,8.163265306122442,465.4335403442383,465.4335403442383,465.4335403442383,0.0
20260112_221617,D20C20,5%,TriBack-Clo,D20C20_0.05_group,3,3,3/3 OK,12,True,True,True,0.241,0.256,0.26,7.421875000000007,225.43354034423828,241.43354034423828,241.43354034423828,6.627082540887669
20260120_190943,D20C30,0.1%,BIDE+,D20C30_0.001_group,3,3,3/3 OK,10478322,True,False,False,6724.328,6827.46,6830.359,1.5530080000468687,2562.970184326172,3394.095802307129,3394.9045944213867,24.511223564452994
20260120_190943,D20C30,0.1%,ClaSP,D20C30_0.001_group,3,0,"0/3 OK, 3 OOM",0,False,False,False,,,,,,,,
20260120_190943,D20C30,0.1%,CloFast,D20C30_0.001_group,3,3,3/3 OK,0,False,False,False,,,,,,,,
20260120_190943,D20C30,0.1%,CloSpan,D20C30_0.001_group,3,0,"0/3 OK, 3 OOM",0,False,False,False,,,,,,,,
20260120_190943,D20C30,0.1%,TriBack-Clo,D20C30_0.001_group,3,3,3/3 OK,4951322,True,False,False,3229.962,3387.995,3392.009,4.782976362125683,2492.0252380371094,2494.8315963745117,2495.908317565918,0.15564495553333071
20260120_190943,D20C30,0.5%,BIDE+,D20C30_0.005_group,3,3,3/3 OK,30283,True,False,False,27.292,27.511,28.515,4.445494529460939,2455.4949111938477,3319.228691101074,3319.7733154296875,26.038531377876716
20260120_190943,D20C30,0.5%,ClaSP,D20C30_0.005_group,3,3,3/3 OK,29849,True,False,False,464.658,474.086,476.061,2.405259805183018,3303.962715148926,4043.3593673706055,4792.7408447265625,36.820326721188486
20260120_190943,D20C30,0.5%,CloFast,D20C30_0.005_group,3,3,3/3 OK,30707,True,False,False,,,,,21595.555168151855,24604.622840881348,25392.969032287598,15.43374140987124
20260120_190943,D20C30,0.5%,CloSpan,D20C30_0.005_group,3,3,3/3 OK,29849,True,False,False,164.128,166.123,169.041,2.9574471927427335,1843.410270690918,1850.5760116577148,1989.504295349121,7.894516287787312
20260120_190943,D20C30,0.5%,TriBack-Clo,D20C30_0.005_group,3,3,3/3 OK,29849,True,False,False,7.838,7.923,7.995,1.9815726366275404,142.43260955810547,145.27423858642578,145.53204345703125,2.133505519687775
20260120_190943,D20C30,1%,BIDE+,D20C30_0.01_group,3,3,3/3 OK,2865,True,True,True,4.248,4.329,4.334,1.986601986601973,3137.7065048217773,3138.169792175293,3138.5761795043945,0.02771279886721339
20260120_190943,D20C30,1%,ClaSP,D20C30_0.01_group,3,3,3/3 OK,2865,True,True,True,251.832,255.316,257.985,2.409954722774922,3986.545478820801,4443.369888305664,4734.599319458008,16.835281766795546
20260120_190943,D20C30,1%,CloFast,D20C30_0.01_group,3,3,3/3 OK,2865,True,True,False,,,,,11819.844863891602,22394.45558166504,24633.086883544922,57.2161353640759
20260120_190943,D20C30,1%,CloSpan,D20C30_0.01_group,3,3,3/3 OK,2865,True,True,True,78.406,78.89,79.734,1.6833565724426274,4521.48600769043,4523.914459228516,4524.831428527832,0.07394969262908772
20260120_190943,D20C30,1%,TriBack-Clo,D20C30_0.01_group,3,3,3/3 OK,2865,True,True,True,2.657,2.683,2.72,2.3481177786060443,128.89842224121094,129.14564514160156,129.20921325683594,0.24065156458371756
20260112_221617,D20C30,10%,BIDE+,D20C30_0.1_group,3,3,3/3 OK,1,True,True,True,0.331,0.338,0.341,2.958579881656807,385.4335403442383,401.4335403442383,401.4335403442383,3.9857157890393617
20260112_221617,D20C30,10%,ClaSP,D20C30_0.1_group,3,3,3/3 OK,1,True,True,True,0.008,0.009,0.009,11.111111111111102,814.5763778686523,822.3700714111328,826.6913681030273,1.4731798560697225
20260112_221617,D20C30,10%,CloFast,D20C30_0.1_group,3,3,3/3 OK,1,True,True,False,,,,,5409.67618560791,11263.766319274902,14233.592720031738,78.33895239218583
20260112_221617,D20C30,10%,CloSpan,D20C30_0.1_group,3,3,3/3 OK,1,True,True,True,0.077,0.078,0.078,1.2820512820512833,577.4335403442383,577.4335403442383,593.4335403442383,2.770881648208652
20260112_221617,D20C30,10%,TriBack-Clo,D20C30_0.1_group,3,3,3/3 OK,1,True,True,True,0.315,0.323,0.329,4.334365325077403,305.4335403442383,305.4335403442383,321.4335403442383,5.238455469549033
20260112_221617,D20C30,5%,BIDE+,D20C30_0.05_group,3,3,3/3 OK,88,True,True,True,0.413,0.419,0.421,1.90930787589499,433.4335403442383,449.4335403442383,449.4335403442383,3.5600369273163257
20260112_221617,D20C30,5%,ClaSP,D20C30_0.05_group,3,3,3/3 OK,88,True,True,True,0.762,0.815,0.837,9.202453987730056,748.4361953735352,756.3001251220703,767.4234085083008,2.5105394676089734
20260112_221617,D20C30,5%,CloFast,D20C30_0.05_group,3,3,3/3 OK,88,True,True,False,,,,,14635.100456237793,14732.002052307129,15228.121925354004,4.025396324346424
20260112_221617,D20C30,5%,CloSpan,D20C30_0.05_group,3,3,3/3 OK,88,True,True,True,0.904,0.932,0.99,9.227467811158794,180.344482421875,181.5941162109375,187.80854034423828,4.110297226642037
20260112_221617,D20C30,5%,TriBack-Clo,D20C30_0.05_group,3,3,3/3 OK,88,True,True,True,0.532,0.572,0.686,26.923076923076927,305.4335403442383,321.4335403442383,321.4335403442383,4.977700828253594
20260120_190943,D20C40,0.1%,BIDE+,D20C40_0.001_group,3,3,3/3 OK,0,False,False,False,,,,,,,,
20260120_190943,D20C40,0.1%,ClaSP,D20C40_0.001_group,3,3,3/3 OK,0,False,False,False,,,,,,,,
20260120_190943,D20C40,0.1%,CloFast,D20C40_0.001_group,3,3,3/3 OK,0,False,False,False,,,,,,,,
20260120_190943,D20C40,0.1%,CloSpan,D20C40_0.001_group,3,3,3/3 OK,0,False,False,False,,,,,,,,
20260120_190943,D20C40,0.1%,TriBack-Clo,D20C40_0.001_group,3,3,3/3 OK,0,False,False,False,,,,,,,,
20260120_190943,D20C40,0.5%,BIDE+,D20C40_0.005_group,3,3,3/3 OK,150450,True,False,False,224.703,225.487,229.246,2.014750296025938,3917.6195526123047,3953.912567138672,4078.8279190063477,4.077185917914837
20260120_190943,D20C40,0.5%,ClaSP,D20C40_0.005_group,3,3,3/3 OK,137038,True,False,False,786.489,791.471,802.979,2.0834623125799947,6472.38826751709,7638.181480407715,8196.219245910645,22.568604618982413
20260120_190943,D20C40,0.5%,CloFast,D20C40_0.005_group,3,3,3/3 OK,0,False,False,False,,,,,,,,
20260120_190943,D20C40,0.5%,CloSpan,D20C40_0.005_group,3,3,3/3 OK,137038,True,False,False,463.948,465.638,465.795,0.39666006640352314,4339.327842712402,4352.683280944824,4515.502716064453,4.047500403333022
20260120_190943,D20C40,0.5%,TriBack-Clo,D20C40_0.005_group,3,3,3/3 OK,137038,True,False,False,40.338,40.431,40.715,0.9324528208552905,143.93299102783203,145.875244140625,146.75396728515625,1.9338279595986645
20260120_190943,D20C40,1%,BIDE+,D20C40_0.01_group,3,3,3/3 OK,4610,True,True,True,9.837,10.335,10.376,5.215287856797287,3882.029167175293,3885.872215270996,4008.848960876465,3.2636120457792157
20260120_190943,D20C40,1%,ClaSP,D20C40_0.01_group,3,3,3/3 OK,4610,True,True,True,516.011,527.87,539.835,4.513232424650022,2963.374931335449,3072.7164306640625,5892.382461547852,95.32306661891991
20260120_190943,D20C40,1%,CloFast,D20C40_0.01_group,3,3,3/3 OK,4610,True,True,False,,,,,13906.934516906738,17876.073600769043,21362.848838806152,41.70890369112518
20260120_190943,D20C40,1%,CloSpan,D20C40_0.01_group,3,3,3/3 OK,4610,True,True,True,131.132,132.609,134.237,2.3414700359704015,1394.6931762695312,4584.931289672852,4594.953987121582,69.7995369758398
20260120_190943,D20C40,1%,TriBack-Clo,D20C40_0.01_group,3,3,3/3 OK,4610,True,True,True,5.3,5.394,5.508,3.8561364479050826,125.62413787841797,125.73434448242188,125.98358154296875,0.2858754829719837
20260112_221617,D20C40,10%,BIDE+,D20C40_0.1_group,3,3,3/3 OK,9,True,True,True,0.41,0.412,0.415,1.21359223300971,497.4335403442383,513.4335403442383,513.4335403442383,3.1162747936709763
20260112_221617,D20C40,10%,ClaSP,D20C40_0.1_group,3,3,3/3 OK,9,True,True,True,0.047,0.049,0.051,8.163265306122442,1162.1366806030273,1165.3710403442383,1165.703971862793,0.3061077662194081
20260112_221617,D20C40,10%,CloFast,D20C40_0.1_group,3,3,3/3 OK,9,True,True,False,,,,,15345.836166381836,19377.84690093994,25257.93514251709,51.15170445306004
20260112_221617,D20C40,10%,CloSpan,D20C40_0.1_group,3,3,3/3 OK,9,True,True,True,0.143,0.144,0.145,1.3888888888888902,753.4335403442383,753.4335403442383,769.4335403442383,2.1236113264468846
20260112_221617,D20C40,10%,TriBack-Clo,D20C40_0.1_group,3,3,3/3 OK,9,True,True,True,0.418,0.421,0.449,7.363420427553451,369.4335403442383,385.4335403442383,385.4335403442383,4.151169611681974
20260112_221617,D20C40,5%,BIDE+,D20C40_0.05_group,3,3,3/3 OK,237,True,True,True,0.786,0.791,0.811,3.1605562579013933,801.4335403442383,801.4335403442383,801.4335403442383,0.0
20260112_221617,D20C40,5%,ClaSP,D20C40_0.05_group,3,3,3/3 OK,237,True,True,True,6.052,6.296,6.324,4.320203303684883,1085.7646865844727,1098.7702407836914,1124.2196578979492,3.499819151094662
20260112_221617,D20C40,5%,CloFast,D20C40_0.05_group,3,3,3/3 OK,237,True,True,False,,,,,19967.314430236816,21273.262969970703,27773.74387359619,36.69596645507046
20260112_221617,D20C40,5%,CloSpan,D20C40_0.05_group,3,3,3/3 OK,237,True,True,True,5.735,5.878,5.925,3.2323919700578343,973.2089309692383,974.0341491699219,976.2166290283203,0.30878774236459894
20260112_221617,D20C40,5%,TriBack-Clo,D20C40_0.05_group,3,3,3/3 OK,237,True,True,True,1.079,1.118,1.195,10.375670840787128,401.4335403442383,417.4335403442383,417.4335403442383,3.832945476016502
20260123_200636,D20C50,0.5%,BIDE+,D20C50_0.005_group,3,3,3/3 OK,575287,True,False,False,1099.387,1105.921,1120.992,1.9535753457977576,3951.0896606445312,3981.1506729125977,4335.494201660156,9.655613981934419
20260123_200636,D20C50,0.5%,ClaSP,D20C50_0.005_group,3,3,3/3 OK,482528,True,False,False,1207.76,1221.34,1288.355,6.598899569325497,21599.6033782959,26703.998733520508,27927.759254455566,23.697409288056086
20260123_200636,D20C50,0.5%,CloFast,D20C50_0.005_group,3,3,3/3 OK,0,False,False,False,,,,,,,,
20260123_200636,D20C50,0.5%,CloSpan,D20C50_0.005_group,3,3,3/3 OK,482528,True,False,False,1478.461,1503.858,1504.321,1.7195772473198867,6446.837562561035,6514.052917480469,8445.749588012695,30.68614963331933
20260123_200636,D20C50,0.5%,TriBack-Clo,D20C50_0.005_group,3,3,3/3 OK,482528,True,False,False,181.199,192.41,195.183,7.267813523205644,199.79280853271484,200.62535858154297,202.6135482788086,1.4059736845017412
20260123_200636,D20C50,1%,BIDE+,D20C50_0.01_group,3,3,3/3 OK,9794,True,False,False,27.44,27.618,27.641,0.7277862263740928,3843.8046112060547,3908.6589126586914,3973.2696228027344,3.312261685904357
20260123_200636,D20C50,1%,ClaSP,D20C50_0.01_group,3,3,3/3 OK,9771,True,False,False,799.43,799.866,815.134,1.9633288575836534,3585.9716873168945,7751.883766174316,9100.988868713379,71.14421923431699
20260123_200636,D20C50,1%,CloFast,D20C50_0.01_group,3,3,3/3 OK,9814,True,False,False,,,,,14130.131477355957,18895.74422454834,21438.67027282715,38.67822674047592
20260123_200636,D20C50,1%,CloSpan,D20C50_0.01_group,3,3,3/3 OK,9771,True,False,False,208.313,211.346,216.111,3.689684214510803,1298.009521484375,3633.821029663086,5075.509094238281,103.95392458566242
20260123_200636,D20C50,1%,TriBack-Clo,D20C50_0.01_group,3,3,3/3 OK,9771,True,False,False,10.973,10.989,11.341,3.3488033488033357,183.32828521728516,183.55372619628906,184.25066375732422,0.5025114766957591
20260112_221617,D20C50,10%,BIDE+,D20C50_0.1_group,3,3,3/3 OK,33,True,True,True,0.521,0.522,0.525,0.7662835249042153,641.4335403442383,641.4335403442383,641.4335403442383,0.0
20260112_221617,D20C50,10%,ClaSP,D20C50_0.1_group,3,3,3/3 OK,33,True,True,True,0.243,0.261,0.265,8.429118773946367,1503.7378005981445,1511.5445556640625,1524.9283905029297,1.4019163262756456
20260112_221617,D20C50,10%,CloFast,D20C50_0.1_group,3,3,3/3 OK,33,True,True,False,,,,,13691.967994689941,16303.08871459961,16304.305084228516,16.023571577569808
20260112_221617,D20C50,10%,CloSpan,D20C50_0.1_group,3,3,3/3 OK,33,True,True,True,0.436,0.46,0.472,7.826086956521734,362.4960403442383,371.19190216064453,371.7231750488281,2.4858125004560367
20260112_221617,D20C50,10%,TriBack-Clo,D20C50_0.1_group,3,3,3/3 OK,33,True,True,True,0.658,0.672,0.695,5.505952380952369,449.4335403442383,465.4335403442383,465.4335403442383,3.437655135073909
20260112_221617,D20C50,5%,BIDE+,D20C50_0.05_group,3,3,3/3 OK,451,True,True,True,1.489,1.49,1.493,0.2684563758389264,801.4335403442383,801.4335403442383,801.4335403442383,0.0
20260112_221617,D20C50,5%,ClaSP,D20C50_0.05_group,3,3,3/3 OK,451,True,True,True,25.251,25.855,26.728,5.712628118352351,4660.611587524414,6144.454254150391,6727.113716125488,33.63198818194822
20260112_221617,D20C50,5%,CloFast,D20C50_0.05_group,3,3,3/3 OK,451,True,True,False,,,,,8863.390129089355,12722.188446044922,27643.65089416504,147.61816211670796
20260112_221617,D20C50,5%,CloSpan,D20C50_0.05_group,3,3,3/3 OK,451,True,True,True,15.325,15.778,15.793,2.9661554062618833,676.6327133178711,678.6193923950195,679.8233947753906,0.4701724550279663
20260112_221617,D20C50,5%,TriBack-Clo,D20C50_0.05_group,3,3,3/3 OK,451,True,True,True,2.363,2.37,2.384,0.8860759493670847,481.4335403442383,481.4335403442383,481.4335403442383,0.0
20260123_200636,D20C60,0.5%,BIDE+,D20C60_0.005_group,3,3,3/3 OK,1625952,True,False,False,3871.113,3894.621,3959.445,2.2680512429836006,4293.401527404785,4358.719215393066,4430.639144897461,3.1485766967510385
20260123_200636,D20C60,0.5%,ClaSP,D20C60_0.005_group,3,3,3/3 OK,1223050,True,False,False,2118.666,2138.169,2232.89,5.342140869126796,63250.35061645508,64084.94396972656,66580.51126861572,5.196478994713325
20260123_200636,D20C60,0.5%,CloFast,D20C60_0.005_group,3,3,3/3 OK,0,False,False,False,,,,,,,,
20260123_200636,D20C60,0.5%,CloSpan,D20C60_0.005_group,3,3,3/3 OK,1223050,True,False,False,4802.704,4808.845,4858.925,1.1691164926297366,11730.67414855957,13207.418975830078,13478.38289642334,13.232780387009166
20260123_200636,D20C60,0.5%,TriBack-Clo,D20C60_0.005_group,3,3,3/3 OK,1223050,True,False,False,693.691,694.349,702.561,1.2774555734940216,301.8135757446289,303.8981704711914,322.2744674682617,6.732811748062972
20260123_200636,D20C60,1%,BIDE+,D20C60_0.01_group,3,3,3/3 OK,32011,True,False,False,108.275,108.381,110.298,1.8665633275205027,4165.887557983398,4229.0378494262695,4321.912971496582,3.6893832372380095
20260123_200636,D20C60,1%,ClaSP,D20C60_0.01_group,3,3,3/3 OK,31662,True,False,False,1091.588,1127.403,1150.405,5.217034192742082,4007.337448120117,5341.091438293457,7143.862113952637,58.72441432747081
20260123_200636,D20C60,1%,CloFast,D20C60_0.01_group,3,3,3/3 OK,32037,True,False,False,,,,,13305.002853393555,26332.66672515869,30615.702964782715,65.73849998583779
20260123_200636,D20C60,1%,CloSpan,D20C60_0.01_group,3,3,3/3 OK,31662,True,False,False,395.279,396.138,399.904,1.1675224290525021,647.7966232299805,5407.9370193481445,5439.934471130371,88.61304839082649
20260123_200636,D20C60,1%,TriBack-Clo,D20C60_0.01_group,3,3,3/3 OK,31662,True,False,False,28.423,28.952,28.977,1.9135120198950055,201.17694854736328,201.43885803222656,202.20020294189453,0.5079726943088348
20260112_221617,D20C60,10%,BIDE+,D20C60_0.1_group,3,3,3/3 OK,82,True,True,True,0.784,0.785,0.797,1.6560509554140141,801.4335403442383,801.4335403442383,801.4335403442383,0.0
20260112_221617,D20C60,10%,ClaSP,D20C60_0.1_group,3,3,3/3 OK,82,True,True,True,1.701,1.722,1.725,1.3937282229965169,1877.7960357666016,1897.2587661743164,1904.9235000610352,1.429824164108839
20260112_221617,D20C60,10%,CloFast,D20C60_0.1_group,3,3,3/3 OK,82,True,True,False,,,,,4605.009811401367,5784.193717956543,28783.9405670166,418.0173060344396
20260112_221617,D20C60,10%,CloSpan,D20C60_0.1_group,3,3,3/3 OK,82,True,True,True,1.423,1.431,1.479,3.9133473095737283,266.61500549316406,274.5554428100586,274.6381301879883,2.92222387314854
20260112_221617,D20C60,10%,TriBack-Clo,D20C60_0.1_group,3,3,3/3 OK,82,True,True,True,1.119,1.12,1.215,8.571428571428578,545.4335403442383,545.4335403442383,545.4335403442383,0.0
20260112_221617,D20C60,5%,BIDE+,D20C60_0.05_group,3,3,3/3 OK,706,True,True,True,2.86,2.91,2.964,3.573883161512031,1220.6341705322266,1221.6182861328125,1239.879524230957,1.5753982988953183
20260112_221617,D20C60,5%,ClaSP,D20C60_0.05_group,3,3,3/3 OK,706,True,True,True,66.049,67.624,69.19,4.644800662486678,4701.5059814453125,4977.63200378418,5745.7547607421875,20.978826448058
20260112_221617,D20C60,5%,CloFast,D20C60_0.05_group,3,3,3/3 OK,706,True,True,False,,,,,21709.65926361084,25876.727172851562,26926.094413757324,20.158790233794637
20260112_221617,D20C60,5%,CloSpan,D20C60_0.05_group,3,3,3/3 OK,706,True,True,True,31.041,31.134,31.143,0.327616111004048,6316.900672912598,6317.2419509887695,6318.13606262207,0.01955583970120527
20260112_221617,D20C60,5%,TriBack-Clo,D20C60_0.05_group,3,3,3/3 OK,706,True,True,True,3.867,3.886,3.927,1.5440041173443142,593.4335403442383,593.4335403442383,593.4335403442383,0.0
20260123_200636,D20C70,0.5%,BIDE+,D20C70_0.005_group,3,3,3/3 OK,0,False,True,False,,,,,,,,
20260123_200636,D20C70,0.5%,ClaSP,D20C70_0.005_group,3,0,"0/3 OK, 3 OOM",0,False,True,False,,,,,,,,
