timestamp,profile,mode,case_family,dataset,ratio,minsup_pct,minsup_abs,variant,run_type,run_id,wall_sec,mining_sec,cpu_pct,maxrss_kb,internal_mem_mb,patterns,nodes_visited,subtrees_pruned_raw,nodes_gated,status,log_file
20260330_230918,full,full,single_prune_sparse,BMS2,0.00005,0.005000,4,NoPrune,measured,3,90.180,90.073,0,0,1231.9131774902344,1196295,60193074,21833808,15697345,OK,"experiments/logs_ablation/20260330_230918/BMS2_NoPrune_0.00005_run3.log"
20260330_230918,full,full,multi_mixed_heavy,D20C30,0.001,0.100000,20,Full,warmup,1,3317.388,3317.262,0,0,5707.322135925293,4951322,178768304,38216450,34204115,OK,"experiments/logs_ablation/20260330_230918/D20C30_Full_0.001_warmup1.log"
20260330_230918,full,full,multi_mixed_heavy,D20C30,0.001,0.100000,20,Full,measured,1,3276.821,3276.697,0,0,5676.865135192871,4951322,178768304,38216450,34204115,OK,"experiments/logs_ablation/20260330_230918/D20C30_Full_0.001_run1.log"
20260330_230918,full,full,multi_mixed_heavy,D20C30,0.001,0.100000,20,Full,measured,2,3240.255,3240.125,0,0,6477.491493225098,4951322,178768304,38216450,34204115,OK,"experiments/logs_ablation/20260330_230918/D20C30_Full_0.001_run2.log"
20260330_230918,full,full,multi_mixed_heavy,D20C30,0.001,0.100000,20,Full,measured,3,3251.773,3251.645,0,0,5227.566383361816,4951322,178768304,38216450,34204115,OK,"experiments/logs_ablation/20260330_230918/D20C30_Full_0.001_run3.log"
20260330_230918,full,full,multi_mixed_heavy,D20C30,0.001,0.100000,20,NoPrune,warmup,1,7046.920,7046.778,0,0,9886.614097595215,4951322,444493695,114051179,153824301,OK,"experiments/logs_ablation/20260330_230918/D20C30_NoPrune_0.001_warmup1.log"
20260330_230918,full,full,multi_mixed_heavy,D20C30,0.001,0.100000,20,NoPrune,measured,1,7077.278,7077.142,0,0,9885.640625,4951322,444493695,114051179,153824301,OK,"experiments/logs_ablation/20260330_230918/D20C30_NoPrune_0.001_run1.log"
20260330_230918,full,full,multi_mixed_heavy,D20C30,0.001,0.100000,20,NoPrune,measured,2,7200,7200,0,0,0,0,0,0,0,TIMEOUT,"experiments/logs_ablation/20260330_230918/D20C30_NoPrune_0.001_run2.log"
20260330_230918,full,full,multi_mixed_heavy,D20C30,0.001,0.100000,20,NoPrune,measured,3,7097.229,7097.089,0,0,9886.366523742676,4951322,444493695,114051179,153824301,OK,"experiments/logs_ablation/20260330_230918/D20C30_NoPrune_0.001_run3.log"
20260330_230918,full,full,multi_mixed_heavy,D20C30,0.001,0.100000,20,NoGate,warmup,1,3803.347,3803.221,0,0,5322.686408996582,4951322,178768304,38216450,0,OK,"experiments/logs_ablation/20260330_230918/D20C30_NoGate_0.001_warmup1.log"
20260330_230918,full,full,multi_mixed_heavy,D20C30,0.001,0.100000,20,NoGate,measured,1,3741.382,3741.255,0,0,5465.250770568848,4951322,178768304,38216450,0,OK,"experiments/logs_ablation/20260330_230918/D20C30_NoGate_0.001_run1.log"
20260330_230918,full,full,multi_mixed_heavy,D20C30,0.001,0.100000,20,NoGate,measured,2,3689.895,3689.771,0,0,5259.9550857543945,4951322,178768304,38216450,0,OK,"experiments/logs_ablation/20260330_230918/D20C30_NoGate_0.001_run2.log"
20260330_230918,full,full,multi_mixed_heavy,D20C30,0.001,0.100000,20,NoGate,measured,3,3709.426,3709.299,0,0,5740.581512451172,4951322,178768304,38216450,0,OK,"experiments/logs_ablation/20260330_230918/D20C30_NoGate_0.001_run3.log"
20260330_230918,full,full,multi_gate_family,D20C60,0.005,0.500000,100,Full,warmup,1,668.946,668.842,0,0,801.5023574829102,1223050,2238901,4286,138284,OK,"experiments/logs_ablation/20260330_230918/D20C60_Full_0.005_warmup1.log"
20260330_230918,full,full,multi_gate_family,D20C60,0.005,0.500000,100,Full,measured,1,675.488,675.383,0,0,801.5023574829102,1223050,2238901,4286,138284,OK,"experiments/logs_ablation/20260330_230918/D20C60_Full_0.005_run1.log"
20260330_230918,full,full,multi_gate_family,D20C60,0.005,0.500000,100,Full,measured,2,665.981,665.873,0,0,801.5023574829102,1223050,2238901,4286,138284,OK,"experiments/logs_ablation/20260330_230918/D20C60_Full_0.005_run2.log"
20260330_230918,full,full,multi_gate_family,D20C60,0.005,0.500000,100,Full,measured,3,664.556,664.451,0,0,801.5023574829102,1223050,2238901,4286,138284,OK,"experiments/logs_ablation/20260330_230918/D20C60_Full_0.005_run3.log"
20260330_230918,full,full,multi_gate_family,D20C60,0.005,0.500000,100,NoPrune,warmup,1,666.429,666.308,0,0,801.5023574829102,1223050,2238953,4294,142578,OK,"experiments/logs_ablation/20260330_230918/D20C60_NoPrune_0.005_warmup1.log"
20260330_230918,full,full,multi_gate_family,D20C60,0.005,0.500000,100,NoPrune,measured,1,662.293,662.189,0,0,801.5023574829102,1223050,2238953,4294,142578,OK,"experiments/logs_ablation/20260330_230918/D20C60_NoPrune_0.005_run1.log"
20260330_230918,full,full,multi_gate_family,D20C60,0.005,0.500000,100,NoPrune,measured,2,661.144,661.038,0,0,801.5023574829102,1223050,2238953,4294,142578,OK,"experiments/logs_ablation/20260330_230918/D20C60_NoPrune_0.005_run2.log"
20260330_230918,full,full,multi_gate_family,D20C60,0.005,0.500000,100,NoPrune,measured,3,676.057,675.952,0,0,801.5023574829102,1223050,2238953,4294,142578,OK,"experiments/logs_ablation/20260330_230918/D20C60_NoPrune_0.005_run3.log"
20260330_230918,full,full,multi_gate_family,D20C60,0.005,0.500000,100,NoGate,warmup,1,683.743,683.639,0,0,801.5023574829102,1223050,2238901,4286,0,OK,"experiments/logs_ablation/20260330_230918/D20C60_NoGate_0.005_warmup1.log"
20260330_230918,full,full,multi_gate_family,D20C60,0.005,0.500000,100,NoGate,measured,1,679.716,679.612,0,0,801.5023574829102,1223050,2238901,4286,0,OK,"experiments/logs_ablation/20260330_230918/D20C60_NoGate_0.005_run1.log"
20260330_230918,full,full,multi_gate_family,D20C60,0.005,0.500000,100,NoGate,measured,2,672.403,672.301,0,0,801.5023574829102,1223050,2238901,4286,0,OK,"experiments/logs_ablation/20260330_230918/D20C60_NoGate_0.005_run2.log"
20260330_230918,full,full,multi_gate_family,D20C60,0.005,0.500000,100,NoGate,measured,3,682.429,682.322,0,0,801.5023574829102,1223050,2238901,4286,0,OK,"experiments/logs_ablation/20260330_230918/D20C60_NoGate_0.005_run3.log"
20260330_230918,full,full,multi_gate_confirmation,D5N1.6,0.006,0.600000,30,Full,warmup,1,21.353,21.254,0,0,161.50235748291016,236046,381718,1779,79363,OK,"experiments/logs_ablation/20260330_230918/D5N1.6_Full_0.006_warmup1.log"
20260330_230918,full,full,multi_gate_confirmation,D5N1.6,0.006,0.600000,30,Full,measured,1,20.966,20.867,0,0,161.50235748291016,236046,381718,1779,79363,OK,"experiments/logs_ablation/20260330_230918/D5N1.6_Full_0.006_run1.log"
20260330_230918,full,full,multi_gate_confirmation,D5N1.6,0.006,0.600000,30,Full,measured,2,21.447,21.344,0,0,161.50235748291016,236046,381718,1779,79363,OK,"experiments/logs_ablation/20260330_230918/D5N1.6_Full_0.006_run2.log"
20260330_230918,full,full,multi_gate_confirmation,D5N1.6,0.006,0.600000,30,Full,measured,3,21.018,20.915,0,0,161.50235748291016,236046,381718,1779,79363,OK,"experiments/logs_ablation/20260330_230918/D5N1.6_Full_0.006_run3.log"
20260330_230918,full,full,multi_gate_confirmation,D5N1.6,0.006,0.600000,30,NoPrune,warmup,1,21.522,21.419,0,0,161.50235748291016,236046,385695,4654,82727,OK,"experiments/logs_ablation/20260330_230918/D5N1.6_NoPrune_0.006_warmup1.log"
20260330_230918,full,full,multi_gate_confirmation,D5N1.6,0.006,0.600000,30,NoPrune,measured,1,20.884,20.783,0,0,177.50235748291016,236046,385695,4654,82727,OK,"experiments/logs_ablation/20260330_230918/D5N1.6_NoPrune_0.006_run1.log"
20260330_230918,full,full,multi_gate_confirmation,D5N1.6,0.006,0.600000,30,NoPrune,measured,2,21.316,21.215,0,0,177.50235748291016,236046,385695,4654,82727,OK,"experiments/logs_ablation/20260330_230918/D5N1.6_NoPrune_0.006_run2.log"
20260330_230918,full,full,multi_gate_confirmation,D5N1.6,0.006,0.600000,30,NoPrune,measured,3,21.302,21.200,0,0,161.50235748291016,236046,385695,4654,82727,OK,"experiments/logs_ablation/20260330_230918/D5N1.6_NoPrune_0.006_run3.log"
20260330_230918,full,full,multi_gate_confirmation,D5N1.6,0.006,0.600000,30,NoGate,warmup,1,22.043,21.943,0,0,161.50235748291016,236046,381718,1779,0,OK,"experiments/logs_ablation/20260330_230918/D5N1.6_NoGate_0.006_warmup1.log"
20260330_230918,full,full,multi_gate_confirmation,D5N1.6,0.006,0.600000,30,NoGate,measured,1,21.997,21.897,0,0,161.50235748291016,236046,381718,1779,0,OK,"experiments/logs_ablation/20260330_230918/D5N1.6_NoGate_0.006_run1.log"
20260330_230918,full,full,multi_gate_confirmation,D5N1.6,0.006,0.600000,30,NoGate,measured,2,21.790,21.687,0,0,161.50235748291016,236046,381718,1779,0,OK,"experiments/logs_ablation/20260330_230918/D5N1.6_NoGate_0.006_run2.log"
20260330_230918,full,full,multi_gate_confirmation,D5N1.6,0.006,0.600000,30,NoGate,measured,3,21.960,21.863,0,0,161.50235748291016,236046,381718,1779,0,OK,"experiments/logs_ablation/20260330_230918/D5N1.6_NoGate_0.006_run3.log"
