timestamp,profile,mode,case_family,dataset,ratio,minsup_pct,minsup_abs,variant,run_type,run_id,wall_sec,mining_sec,cpu_pct,maxrss_kb,internal_mem_mb,patterns,nodes_visited,subtrees_pruned_raw,nodes_gated,status,log_file
20260330_230918,full,full,single_dense,SIGN,0.01,1.000000,8,Full,warmup,1,305.735,305.626,0,0,1256.3181838989258,37265723,79803670,12112103,0,OK,"experiments/logs_ablation/20260330_230918/SIGN_Full_0.01_warmup1.log"
20260330_230918,full,full,single_dense,SIGN,0.01,1.000000,8,Full,measured,1,304.837,304.727,0,0,1448.4184951782227,37265723,79803670,12112103,0,OK,"experiments/logs_ablation/20260330_230918/SIGN_Full_0.01_run1.log"
20260330_230918,full,full,single_dense,SIGN,0.01,1.000000,8,Full,measured,2,299.949,299.836,0,0,1320.5335235595703,37265723,79803670,12112103,0,OK,"experiments/logs_ablation/20260330_230918/SIGN_Full_0.01_run2.log"
20260330_230918,full,full,single_dense,SIGN,0.01,1.000000,8,Full,measured,3,306.247,306.140,0,0,1224.411636352539,37265723,79803670,12112103,0,OK,"experiments/logs_ablation/20260330_230918/SIGN_Full_0.01_run3.log"
20260330_230918,full,full,single_dense,SIGN,0.01,1.000000,8,NoPrune,warmup,1,384.974,384.856,0,0,2856.454330444336,37265723,99962672,14728858,10667867,OK,"experiments/logs_ablation/20260330_230918/SIGN_NoPrune_0.01_warmup1.log"
20260330_230918,full,full,single_dense,SIGN,0.01,1.000000,8,NoPrune,measured,1,383.243,383.120,0,0,2152.597541809082,37265723,99962672,14728858,10667867,OK,"experiments/logs_ablation/20260330_230918/SIGN_NoPrune_0.01_run1.log"
20260330_230918,full,full,single_dense,SIGN,0.01,1.000000,8,NoPrune,measured,2,368.701,368.586,0,0,2920.3718490600586,37265723,99962672,14728858,10667867,OK,"experiments/logs_ablation/20260330_230918/SIGN_NoPrune_0.01_run2.log"
20260330_230918,full,full,single_dense,SIGN,0.01,1.000000,8,NoPrune,measured,3,365.967,365.859,0,0,1864.782730102539,37265723,99962672,14728858,10667867,OK,"experiments/logs_ablation/20260330_230918/SIGN_NoPrune_0.01_run3.log"
20260330_230918,full,full,single_prune_stress,Kosarak25k,0.0005,0.050000,13,Full,warmup,1,90.899,90.792,0,0,801.5023574829102,211039,28462200,22491700,0,OK,"experiments/logs_ablation/20260330_230918/Kosarak25k_Full_0.0005_warmup1.log"
20260330_230918,full,full,single_prune_stress,Kosarak25k,0.0005,0.050000,13,Full,measured,1,90.135,90.031,0,0,801.5023574829102,211039,28462200,22491700,0,OK,"experiments/logs_ablation/20260330_230918/Kosarak25k_Full_0.0005_run1.log"
20260330_230918,full,full,single_prune_stress,Kosarak25k,0.0005,0.050000,13,Full,measured,2,89.405,89.304,0,0,801.5023574829102,211039,28462200,22491700,0,OK,"experiments/logs_ablation/20260330_230918/Kosarak25k_Full_0.0005_run2.log"
20260330_230918,full,full,single_prune_stress,Kosarak25k,0.0005,0.050000,13,Full,measured,3,89.757,89.652,0,0,801.5023574829102,211039,28462200,22491700,0,OK,"experiments/logs_ablation/20260330_230918/Kosarak25k_Full_0.0005_run3.log"
20260330_230918,full,full,single_prune_stress,Kosarak25k,0.0005,0.050000,13,NoPrune,warmup,1,7200,7200,0,0,0,0,0,0,0,TIMEOUT,"experiments/logs_ablation/20260330_230918/Kosarak25k_NoPrune_0.0005_warmup1.log"
20260330_230918,full,full,single_prune_stress,Kosarak25k,0.0005,0.050000,13,NoPrune,measured,1,7200,7200,0,0,0,0,0,0,0,TIMEOUT,"experiments/logs_ablation/20260330_230918/Kosarak25k_NoPrune_0.0005_run1.log"
20260330_230918,full,full,single_prune_stress,Kosarak25k,0.0005,0.050000,13,NoPrune,measured,2,7200,7200,0,0,0,0,0,0,0,TIMEOUT,"experiments/logs_ablation/20260330_230918/Kosarak25k_NoPrune_0.0005_run2.log"
20260330_230918,full,full,single_prune_stress,Kosarak25k,0.0005,0.050000,13,NoPrune,measured,3,7200,7200,0,0,0,0,0,0,0,TIMEOUT,"experiments/logs_ablation/20260330_230918/Kosarak25k_NoPrune_0.0005_run3.log"
20260330_230918,full,full,multi_mixed,D20C20,0.001,0.100000,20,Full,warmup,1,732.979,732.876,0,0,801.5023574829102,1464711,53518876,17006431,6996211,OK,"experiments/logs_ablation/20260330_230918/D20C20_Full_0.001_warmup1.log"
20260330_230918,full,full,multi_mixed,D20C20,0.001,0.100000,20,Full,measured,1,736.911,736.806,0,0,801.5023574829102,1464711,53518876,17006431,6996211,OK,"experiments/logs_ablation/20260330_230918/D20C20_Full_0.001_run1.log"
20260330_230918,full,full,multi_mixed,D20C20,0.001,0.100000,20,Full,measured,2,735.253,735.148,0,0,832.615592956543,1464711,53518876,17006431,6996211,OK,"experiments/logs_ablation/20260330_230918/D20C20_Full_0.001_run2.log"
20260330_230918,full,full,multi_mixed,D20C20,0.001,0.100000,20,Full,measured,3,735.062,734.960,0,0,801.5023574829102,1464711,53518876,17006431,6996211,OK,"experiments/logs_ablation/20260330_230918/D20C20_Full_0.001_run3.log"
20260330_230918,full,full,multi_mixed,D20C20,0.001,0.100000,20,NoPrune,warmup,1,2066.858,2066.731,0,0,5014.532264709473,1464711,148672242,50123932,58346180,OK,"experiments/logs_ablation/20260330_230918/D20C20_NoPrune_0.001_warmup1.log"
20260330_230918,full,full,multi_mixed,D20C20,0.001,0.100000,20,NoPrune,measured,1,2120.042,2119.921,0,0,3973.8725204467773,1464711,148672242,50123932,58346180,OK,"experiments/logs_ablation/20260330_230918/D20C20_NoPrune_0.001_run1.log"
20260330_230918,full,full,multi_mixed,D20C20,0.001,0.100000,20,NoPrune,measured,2,2085.020,2084.896,0,0,4436.186134338379,1464711,148672242,50123932,58346180,OK,"experiments/logs_ablation/20260330_230918/D20C20_NoPrune_0.001_run2.log"
20260330_230918,full,full,multi_mixed,D20C20,0.001,0.100000,20,NoPrune,measured,3,2069.921,2069.794,0,0,5044.521331787109,1464711,148672242,50123932,58346180,OK,"experiments/logs_ablation/20260330_230918/D20C20_NoPrune_0.001_run3.log"
20260330_230918,full,full,multi_mixed,D20C20,0.001,0.100000,20,NoGate,warmup,1,806.333,806.226,0,0,801.5023574829102,1464711,53518876,17006431,0,OK,"experiments/logs_ablation/20260330_230918/D20C20_NoGate_0.001_warmup1.log"
20260330_230918,full,full,multi_mixed,D20C20,0.001,0.100000,20,NoGate,measured,1,811.337,811.230,0,0,801.5023574829102,1464711,53518876,17006431,0,OK,"experiments/logs_ablation/20260330_230918/D20C20_NoGate_0.001_run1.log"
20260330_230918,full,full,multi_mixed,D20C20,0.001,0.100000,20,NoGate,measured,2,796.435,796.331,0,0,801.5023574829102,1464711,53518876,17006431,0,OK,"experiments/logs_ablation/20260330_230918/D20C20_NoGate_0.001_run2.log"
20260330_230918,full,full,multi_mixed,D20C20,0.001,0.100000,20,NoGate,measured,3,770.465,770.362,0,0,801.5023574829102,1464711,53518876,17006431,0,OK,"experiments/logs_ablation/20260330_230918/D20C20_NoGate_0.001_run3.log"
20260330_230918,full,full,multi_gate_heavy,D5N1,0.004,0.400000,20,Full,warmup,1,499.281,499.171,0,0,801.5023574829102,2906522,31904263,398097,15693152,OK,"experiments/logs_ablation/20260330_230918/D5N1_Full_0.004_warmup1.log"
20260330_230918,full,full,multi_gate_heavy,D5N1,0.004,0.400000,20,Full,measured,1,508.349,508.244,0,0,801.5023574829102,2906522,31904263,398097,15693152,OK,"experiments/logs_ablation/20260330_230918/D5N1_Full_0.004_run1.log"
20260330_230918,full,full,multi_gate_heavy,D5N1,0.004,0.400000,20,Full,measured,2,502.160,502.049,0,0,801.5023574829102,2906522,31904263,398097,15693152,OK,"experiments/logs_ablation/20260330_230918/D5N1_Full_0.004_run2.log"
20260330_230918,full,full,multi_gate_heavy,D5N1,0.004,0.400000,20,Full,measured,3,504.039,503.933,0,0,801.5023574829102,2906522,31904263,398097,15693152,OK,"experiments/logs_ablation/20260330_230918/D5N1_Full_0.004_run3.log"
20260330_230918,full,full,multi_gate_heavy,D5N1,0.004,0.400000,20,NoPrune,warmup,1,529.461,529.356,0,0,801.5023574829102,2906522,33258436,1160413,16672968,OK,"experiments/logs_ablation/20260330_230918/D5N1_NoPrune_0.004_warmup1.log"
20260330_230918,full,full,multi_gate_heavy,D5N1,0.004,0.400000,20,NoPrune,measured,1,534.059,533.954,0,0,801.5023574829102,2906522,33258436,1160413,16672968,OK,"experiments/logs_ablation/20260330_230918/D5N1_NoPrune_0.004_run1.log"
20260330_230918,full,full,multi_gate_heavy,D5N1,0.004,0.400000,20,NoPrune,measured,2,526.507,526.403,0,0,801.5023574829102,2906522,33258436,1160413,16672968,OK,"experiments/logs_ablation/20260330_230918/D5N1_NoPrune_0.004_run2.log"
20260330_230918,full,full,multi_gate_heavy,D5N1,0.004,0.400000,20,NoPrune,measured,3,530.359,530.259,0,0,801.5023574829102,2906522,33258436,1160413,16672968,OK,"experiments/logs_ablation/20260330_230918/D5N1_NoPrune_0.004_run3.log"
20260330_230918,full,full,multi_gate_heavy,D5N1,0.004,0.400000,20,NoGate,warmup,1,643.684,643.564,0,0,801.5023574829102,2906522,31904263,398097,0,OK,"experiments/logs_ablation/20260330_230918/D5N1_NoGate_0.004_warmup1.log"
20260330_230918,full,full,multi_gate_heavy,D5N1,0.004,0.400000,20,NoGate,measured,1,647.209,647.104,0,0,801.5023574829102,2906522,31904263,398097,0,OK,"experiments/logs_ablation/20260330_230918/D5N1_NoGate_0.004_run1.log"
20260330_230918,full,full,multi_gate_heavy,D5N1,0.004,0.400000,20,NoGate,measured,2,637.026,636.925,0,0,801.5023574829102,2906522,31904263,398097,0,OK,"experiments/logs_ablation/20260330_230918/D5N1_NoGate_0.004_run2.log"
20260330_230918,full,full,multi_gate_heavy,D5N1,0.004,0.400000,20,NoGate,measured,3,635.026,634.922,0,0,801.5023574829102,2906522,31904263,398097,0,OK,"experiments/logs_ablation/20260330_230918/D5N1_NoGate_0.004_run3.log"
20260330_230918,full,full,single_prune_sparse,BMS2,0.00005,0.005000,4,Full,warmup,1,45.861,45.759,0,0,801.5023574829102,1196295,30341774,11437291,0,OK,"experiments/logs_ablation/20260330_230918/BMS2_Full_0.00005_warmup1.log"
20260330_230918,full,full,single_prune_sparse,BMS2,0.00005,0.005000,4,Full,measured,1,45.956,45.851,0,0,801.5023574829102,1196295,30341774,11437291,0,OK,"experiments/logs_ablation/20260330_230918/BMS2_Full_0.00005_run1.log"
20260330_230918,full,full,single_prune_sparse,BMS2,0.00005,0.005000,4,Full,measured,2,46.193,46.090,0,0,801.5023574829102,1196295,30341774,11437291,0,OK,"experiments/logs_ablation/20260330_230918/BMS2_Full_0.00005_run2.log"
20260330_230918,full,full,single_prune_sparse,BMS2,0.00005,0.005000,4,Full,measured,3,46.143,46.035,0,0,801.5023574829102,1196295,30341774,11437291,0,OK,"experiments/logs_ablation/20260330_230918/BMS2_Full_0.00005_run3.log"
20260330_230918,full,full,single_prune_sparse,BMS2,0.00005,0.005000,4,NoPrune,warmup,1,87.782,87.664,0,0,1154.6258010864258,1196295,60193074,21833808,15697345,OK,"experiments/logs_ablation/20260330_230918/BMS2_NoPrune_0.00005_warmup1.log"
20260330_230918,full,full,single_prune_sparse,BMS2,0.00005,0.005000,4,NoPrune,measured,1,89.787,89.669,0,0,1059.922103881836,1196295,60193074,21833808,15697345,OK,"experiments/logs_ablation/20260330_230918/BMS2_NoPrune_0.00005_run1.log"
20260330_230918,full,full,single_prune_sparse,BMS2,0.00005,0.005000,4,NoPrune,measured,2,87.105,87.000,0,0,1233.2719955444336,1196295,60193074,21833808,15697345,OK,"experiments/logs_ablation/20260330_230918/BMS2_NoPrune_0.00005_run2.log"
